	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_11	20	MULTISPECIES: twin-arginine translocase TatA/TatE family subunit	186	2.31E-32	96.92	3	P:GO:0043953; F:GO:0008320; C:GO:0033281	P:protein transport by the Tat complex; F:protein transmembrane transporter activity; C:TAT protein transport complex			G3DSA:1.20.5.3310 (GENE3D); IPR003369 (PFAM); NF011430 (NCBIFAM); IPR006312 (NCBIFAM); PTHR42982 (PANTHER); IPR006312 (HAMAP)	P:GO:0015031; P:GO:0043953; C:GO:0016020	P:protein transport; P:protein transport by the Tat complex; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_12	20	MULTISPECIES: redox-sensing transcriptional repressor Rex	639	3.13E-148	99.43	5	P:GO:0045892; P:GO:0051775; F:GO:0003677; F:GO:0003700; C:GO:0005737	P:negative regulation of DNA-templated transcription; P:response to redox state; F:DNA binding; F:DNA-binding transcription factor activity; C:cytoplasm			G3DSA:3.40.50.720 (GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); IPR009718 (PFAM); IPR003781 (PFAM); NF003995 (NCBIFAM); NF003996 (NCBIFAM); NF003994 (NCBIFAM); NF003989 (NCBIFAM); NF003991 (NCBIFAM); IPR022876 (PANTHER); IPR022876 (HAMAP); IPR036291 (SUPERFAMILY); IPR036390 (SUPERFAMILY)	P:GO:0045892; P:GO:0051775	P:negative regulation of DNA-templated transcription; P:response to redox state
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_13	20	ABC-F family ATP-binding cassette domain-containing protein	1935	0.0	99.92	3	F:GO:0003677; F:GO:0005524; F:GO:0016887	F:DNA binding; F:ATP binding; F:ATP hydrolysis activity	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	G3DSA:3.40.50.300:FF:000309 (FUNFAM); G3DSA:3.40.50.300:FF:000011 (FUNFAM); IPR032781 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003439 (PFAM); IPR032524 (PFAM); IPR037118 (G3DSA:1.10.287.GENE3D); IPR003439 (PFAM); PIRSR001174-2 (PIRSR); IPR051309 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); cd03221 (CDD); cd03221 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	F:GO:0003677; F:GO:0005524; F:GO:0016887	F:DNA binding; F:ATP binding; F:ATP hydrolysis activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_14	20	O-sialoglycoprotein endopeptidase	1029	6.45E-239	99.85	11	P:GO:0002949; P:GO:0006508; P:GO:0070525; F:GO:0000287; F:GO:0004222; F:GO:0005506; F:GO:0042802; F:GO:0061711; F:GO:0140032; C:GO:0000408; C:GO:0005829	P:tRNA threonylcarbamoyladenosine modification; P:proteolysis; P:tRNA threonylcarbamoyladenosine metabolic process; F:magnesium ion binding; F:metalloendopeptidase activity; F:iron ion binding; F:identical protein binding; F:tRNA N(6)-L-threonylcarbamoyladenine synthase activity; F:glycosylation-dependent protein binding; C:EKC/KEOPS complex; C:cytosol	EC:3.4.24; EC:3.4.24.61; EC:3.4.24.23; EC:3.4.24.7; EC:3.4.24.24; EC:3.4.24.69; EC:3.4.24.3; EC:3.4.24.21; EC:3.4.24.65; EC:3.4.24.22; EC:2.3; EC:3.4; EC:3.4.24.17; EC:3.4.24.18; EC:3.4.24.19; EC:2.3.1.234; EC:2.3.1; EC:3.4.24.70; EC:3.4.99; EC:3.4.24.71; EC:3.4.24.72; EC:3.4.24.34; EC:3.4.24.56; EC:3.4.24.35; EC:3.4.24.57; EC:3.4.24.14; EC:3.4.24.37; EC:3.4.24.59; EC:3.4.24.11; EC:3.4.24.55; EC:2; EC:3	Acting on peptide bonds (peptidases); nardilysin; matrilysin; interstitial collagenase; gelatinase A; bontoxilysin; microbial collagenase; astacin; macrophage elastase; stromelysin 2; Acyltransferases; Acting on peptide bonds (peptidases); stromelysin 1; meprin A; procollagen C-endopeptidase; N(6)-L-threonylcarbamoyladenine synthase; Acyltransferases; oligopeptidase A; Acting on peptide bonds (peptidases); endothelin-converting enzyme 1; fibrolase; neutrophil collagenase; insulysin; gelatinase B; O-sialoglycoprotein endopeptidase; procollagen N-endopeptidase; saccharolysin; mitochondrial intermediate peptidase; neprilysin; pitrilysin; Transferases; Hydrolases	IPR017861 (PRINTS); G3DSA:3.30.420.40:FF:000040 (FUNFAM); G3DSA:3.30.420.40:FF:000012 (FUNFAM); G3DSA:3.30.420.40 (GENE3D); IPR017861 (NCBIFAM); IPR022450 (NCBIFAM); G3DSA:3.30.420.40 (GENE3D); IPR000905 (PFAM); IPR000905 (PANTHER); IPR022450 (HAMAP); cd24133 (CDD); IPR043129 (SUPERFAMILY); IPR043129 (SUPERFAMILY)	P:GO:0002949	P:tRNA threonylcarbamoyladenosine modification
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_15	20	ribosomal protein S18-alanine N-acetyltransferase	450	1.16E-102	99.66	3	P:GO:0006474; F:GO:0008999; C:GO:0005737	P:N-terminal protein amino acid acetylation; F:protein-N-terminal-alanine acetyltransferase activity; C:cytoplasm	EC:2.3; EC:2; EC:2.3.1.266; EC:2.3.1.255; EC:2.3.1.267; EC:2.3.1.128; EC:2.3.1	Acyltransferases; Transferases; [ribosomal protein bS18]-alanine N-acetyltransferase; N-terminal amino-acid N(alpha)-acetyltransferase NatA; [ribosomal protein uS5]-alanine N-acetyltransferase; Acyltransferases; Acyltransferases	IPR006464 (NCBIFAM); G3DSA:3.40.630.30 (GENE3D); IPR000182 (PFAM); IPR050680 (PANTHER); IPR000182 (PROSITE_PROFILES); cd04301 (CDD); IPR016181 (SUPERFAMILY)	P:GO:0006474; F:GO:0008080; F:GO:0016747	P:N-terminal protein amino acid acetylation; F:N-acetyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_16	20	MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	699	1.02E-164	99.85	6	P:GO:0002949; P:GO:0006508; P:GO:0070525; F:GO:0008237; F:GO:0042802; C:GO:0005829	P:tRNA threonylcarbamoyladenosine modification; P:proteolysis; P:tRNA threonylcarbamoyladenosine metabolic process; F:metallopeptidase activity; F:identical protein binding; C:cytosol	EC:3.4; EC:3; EC:2.3.1.234	Acting on peptide bonds (peptidases); Hydrolases; N(6)-L-threonylcarbamoyladenine synthase	IPR000905 (PFAM); IPR022496 (NCBIFAM); G3DSA:3.30.420.40 (GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR000905 (PANTHER); cd24032 (CDD); IPR043129 (SUPERFAMILY); IPR043129 (SUPERFAMILY)	P:GO:0002949; C:GO:0005829	P:tRNA threonylcarbamoyladenosine modification; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_17	20	MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	471	1.29E-107	99.52	7	P:GO:0002949; P:GO:0040007; P:GO:0070525; F:GO:0005524; F:GO:0016301; F:GO:0046872; C:GO:0005737	P:tRNA threonylcarbamoyladenosine modification; P:growth; P:tRNA threonylcarbamoyladenosine metabolic process; F:ATP binding; F:kinase activity; F:metal ion binding; C:cytoplasm	EC:2.7.1.221; EC:2.7; EC:2; EC:5.1.1.1	N-acetylmuramate 1-kinase; Transferring phosphorus-containing groups; Transferases; alanine racemase	G3DSA:3.40.50.300:FF:000777 (FUNFAM); IPR003442 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003442 (NCBIFAM); PIRSR000705-3 (PIRSR); PTHR33540 (PANTHER); IPR027417 (SUPERFAMILY)	P:GO:0002949	P:tRNA threonylcarbamoyladenosine modification
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_18	20	MULTISPECIES: SprT family protein	450	1.79E-106	99.13	3	P:GO:0033554; F:GO:0008270; C:GO:0005737	P:cellular response to stress; F:zinc ion binding; C:cytoplasm			IPR035240 (PFAM); IPR006640 (PFAM); NF003339 (NCBIFAM); IPR023524 (HAMAP)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_19	20	Tex family protein	2175	0.0	99.89	6	P:GO:0006139; P:GO:0006412; P:GO:0010212; F:GO:0003729; F:GO:0003735; C:GO:0005829	P:nucleobase-containing compound metabolic process; P:translation; P:response to ionizing radiation; F:mRNA binding; F:structural constituent of ribosome; C:cytosol			G3DSA:2.40.50.140:FF:000051 (FUNFAM); G3DSA:1.10.150.310:FF:000001 (FUNFAM); G3DSA:3.30.420.140:FF:000001 (FUNFAM); PF12836 (PFAM); IPR012340 (G3DSA:2.40.50.GENE3D); IPR037027 (G3DSA:3.30.420.GENE3D); IPR023323 (G3DSA:1.10.3500.GENE3D); IPR041692 (PFAM); IPR032639 (PFAM); IPR023319 (G3DSA:1.10.10.GENE3D); IPR055179 (PFAM); G3DSA:1.10.150.310 (GENE3D); IPR003029 (PFAM); IPR050437 (PANTHER); IPR003029 (PROSITE_PROFILES); IPR044146 (CDD); SSF158832 (SUPERFAMILY); IPR010994 (SUPERFAMILY); IPR010994 (SUPERFAMILY); IPR012340 (SUPERFAMILY); IPR012337 (SUPERFAMILY)	P:GO:0006139; P:GO:0006412; F:GO:0003676; F:GO:0003729; F:GO:0003735	P:nucleobase-containing compound metabolic process; P:translation; F:nucleic acid binding; F:mRNA binding; F:structural constituent of ribosome
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_20	20	negative regulator of sigma-B (phosphoserine phosphatase)	609	7.87E-145	99.6	1	P:GO:0009408	P:response to heat	EC:3.1.3.16; EC:3.1.3.3	protein-serine/threonine phosphatase; phosphoserine phosphatase	IPR036457 (G3DSA:3.60.40.GENE3D); IPR001932 (PFAM); IPR039248 (PANTHER); IPR001932 (PROSITE_PROFILES); IPR036457 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_21	20	MULTISPECIES: RNA polymerase sigma factor SigB	795	7.31E-174	97.79	15	P:GO:0006629; P:GO:0006979; P:GO:0006995; P:GO:0007154; P:GO:0010628; P:GO:0034059; P:GO:0043254; P:GO:0045893; P:GO:0046677; P:GO:0070417; P:GO:0071496; P:GO:2000142; F:GO:0003677; F:GO:0016987; F:GO:0043175	P:lipid metabolic process; P:response to oxidative stress; P:cellular response to nitrogen starvation; P:cell communication; P:positive regulation of gene expression; P:response to anoxia; P:regulation of protein-containing complex assembly; P:positive regulation of DNA-templated transcription; P:response to antibiotic; P:cellular response to cold; P:cellular response to external stimulus; P:regulation of DNA-templated transcription initiation; F:DNA binding; F:sigma factor activity; F:RNA polymerase core enzyme binding			IPR000943 (PRINTS); IPR014284 (NCBIFAM); IPR014288 (NCBIFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); IPR007630 (PFAM); IPR007627 (PFAM); G3DSA:1.20.120.1810 (GENE3D); IPR007624 (PFAM); IPR014322 (NCBIFAM); PTHR30385 (PANTHER); cd06171 (CDD); IPR013325 (SUPERFAMILY); IPR013324 (SUPERFAMILY); IPR013324 (SUPERFAMILY)	P:GO:0006352; P:GO:0006355; F:GO:0003677; F:GO:0003700; F:GO:0016987	P:DNA-templated transcription initiation; P:regulation of DNA-templated transcription; F:DNA binding; F:DNA-binding transcription factor activity; F:sigma factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_22	20	MULTISPECIES: anti-sigma B factor RsbW	486	3.95E-109	95.07	25	P:GO:0006338; P:GO:0006468; P:GO:0045892; F:GO:0004676; F:GO:0004677; F:GO:0004679; F:GO:0004711; F:GO:0005524; F:GO:0016989; F:GO:0035175; F:GO:0035402; F:GO:0035403; F:GO:0035979; F:GO:0044022; F:GO:0044023; F:GO:0044024; F:GO:0044025; F:GO:0072354; F:GO:0072371; F:GO:0072518; F:GO:0106310; F:GO:0140823; F:GO:0140855; F:GO:0140857; F:GO:1990244	P:chromatin remodeling; P:protein phosphorylation; P:negative regulation of DNA-templated transcription; F:3-phosphoinositide-dependent protein kinase activity; F:DNA-dependent protein kinase activity; F:AMP-activated protein kinase activity; F:ribosomal protein S6 kinase activity; F:ATP binding; F:sigma factor antagonist activity; F:histone H3S10 kinase activity; F:histone H3T11 kinase activity; F:histone H3T6 kinase activity; F:histone H2AXS139 kinase activity; F:histone H3S28 kinase activity; F:histone H4S1 kinase activity; F:histone H2AS1 kinase activity; F:histone H2BS14 kinase activity; F:histone H3T3 kinase activity; F:histone H2AS121 kinase activity; F:Rho-dependent protein serine/threonine kinase activity; F:protein serine kinase activity; F:histone H2BS36 kinase activity; F:histone H3S57 kinase activity; F:histone H3T45 kinase activity; F:histone H2AT120 kinase activity	EC:2.7.1; EC:2.7.11.1; EC:2.7.11.3; EC:2.7.11.9; EC:2.7.11; EC:2.7.11.29; EC:2.7; EC:2; EC:2.7.11.28	Transferring phosphorus-containing groups; non-specific serine/threonine protein kinase; dephospho-[reductase kinase] kinase; [Goodpasture-antigen-binding protein] kinase; Transferring phosphorus-containing groups; [low-density-lipoprotein receptor] kinase; Transferring phosphorus-containing groups; Transferases; tropomyosin kinase	IPR003594 (PFAM); NF003144 (NCBIFAM); IPR010193 (NCBIFAM); IPR036890 (G3DSA:3.30.565.GENE3D); IPR050267 (PANTHER); IPR010193 (HAMAP); cd16936 (CDD); IPR036890 (SUPERFAMILY)	P:GO:0006468; P:GO:0045892; F:GO:0004674; F:GO:0005524; F:GO:0016989	P:protein phosphorylation; P:negative regulation of DNA-templated transcription; F:protein serine/threonine kinase activity; F:ATP binding; F:sigma factor antagonist activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_23	20	MULTISPECIES: anti-sigma factor antagonist	333	4.64E-70	92.95	2	P:GO:0045893; F:GO:0043856	P:positive regulation of DNA-templated transcription; F:anti-sigma factor antagonist activity			G3DSA:3.30.750.24:FF:000001 (FUNFAM); IPR002645 (PFAM); IPR003658 (NCBIFAM); IPR036513 (G3DSA:3.30.750.GENE3D); PTHR33495 (PANTHER); IPR002645 (PROSITE_PROFILES); cd07043 (CDD); IPR036513 (SUPERFAMILY)	P:GO:0006355; F:GO:0043856	P:regulation of DNA-templated transcription; F:anti-sigma factor antagonist activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_24	20	MULTISPECIES: PP2C family protein-serine/threonine phosphatase	1011	1.3E-235	99.54	2	P:GO:0006468; F:GO:0036424	P:protein phosphorylation; F:L-phosphoserine phosphatase activity	EC:3.1; EC:3; EC:3.1.3.3; EC:3.1.3	Acting on ester bonds; Hydrolases; phosphoserine phosphatase; Acting on ester bonds	G3DSA:3.60.40.10:FF:000045 (FUNFAM); IPR036457 (G3DSA:3.60.40.GENE3D); IPR001932 (PFAM); IPR017944 (G3DSA:1.10.1240.GENE3D); IPR014787 (PFAM); IPR052016 (PANTHER); IPR036457 (SUPERFAMILY); IPR017944 (SUPERFAMILY)	P:GO:0006468; F:GO:0016791	P:protein phosphorylation; F:phosphatase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_25	20	MULTISPECIES: anti-sigma regulatory factor	402	1.87E-89	94.81	21	P:GO:0006338; F:GO:0004676; F:GO:0004677; F:GO:0004679; F:GO:0004711; F:GO:0005524; F:GO:0035175; F:GO:0035402; F:GO:0035403; F:GO:0035979; F:GO:0044022; F:GO:0044023; F:GO:0044024; F:GO:0044025; F:GO:0072354; F:GO:0072371; F:GO:0072518; F:GO:0140823; F:GO:0140855; F:GO:0140857; F:GO:1990244	P:chromatin remodeling; F:3-phosphoinositide-dependent protein kinase activity; F:DNA-dependent protein kinase activity; F:AMP-activated protein kinase activity; F:ribosomal protein S6 kinase activity; F:ATP binding; F:histone H3S10 kinase activity; F:histone H3T11 kinase activity; F:histone H3T6 kinase activity; F:histone H2AXS139 kinase activity; F:histone H3S28 kinase activity; F:histone H4S1 kinase activity; F:histone H2AS1 kinase activity; F:histone H2BS14 kinase activity; F:histone H3T3 kinase activity; F:histone H2AS121 kinase activity; F:Rho-dependent protein serine/threonine kinase activity; F:histone H2BS36 kinase activity; F:histone H3S57 kinase activity; F:histone H3T45 kinase activity; F:histone H2AT120 kinase activity	EC:2.7.1; EC:2.7.11.1; EC:2.7.11.3; EC:2.7.11.9; EC:2.7.11; EC:2.7.11.29; EC:2.7; EC:2; EC:2.7.11.28	Transferring phosphorus-containing groups; non-specific serine/threonine protein kinase; dephospho-[reductase kinase] kinase; [Goodpasture-antigen-binding protein] kinase; Transferring phosphorus-containing groups; [low-density-lipoprotein receptor] kinase; Transferring phosphorus-containing groups; Transferases; tropomyosin kinase	IPR036890 (G3DSA:3.30.565.GENE3D); IPR003594 (PFAM); cd16934 (CDD); IPR036890 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_1_RagTag_26	20	MULTISPECIES: STAS domain-containing protein	357	2.92E-70	98.64						IPR002645 (PFAM); IPR036513 (G3DSA:3.30.750.GENE3D); IPR051932 (PANTHER); IPR002645 (PROSITE_PROFILES); cd07041 (CDD); IPR036513 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_27	20	MULTISPECIES: RsbT co-antagonist protein RsbRA	837	5.45E-192	98.26	2	F:GO:0019825; F:GO:0020037	F:oxygen binding; F:heme binding			IPR036513 (G3DSA:3.30.750.GENE3D); IPR002645 (PFAM); IPR014792 (PFAM); IPR012292 (G3DSA:1.10.490.GENE3D); IPR051932 (PANTHER); IPR002645 (PROSITE_PROFILES); cd07041 (CDD); cd19413 (CDD); IPR036513 (SUPERFAMILY)	F:GO:0019825; F:GO:0020037	F:oxygen binding; F:heme binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_28	20	MULTISPECIES: type II toxin-antitoxin system endoribonuclease NdoA	351	4.52E-73	99.96	4	P:GO:0006402; P:GO:0016075; F:GO:0003677; F:GO:0004521	P:mRNA catabolic process; P:rRNA catabolic process; F:DNA binding; F:RNA endonuclease activity			IPR003477 (PIRSF); IPR003477 (PFAM); IPR011067 (G3DSA:2.30.30.GENE3D); IPR003477 (PANTHER); SSF50118 (SUPERFAMILY)	P:GO:0006402; P:GO:0016075; F:GO:0003677; F:GO:0004521	P:mRNA catabolic process; P:rRNA catabolic process; F:DNA binding; F:RNA endonuclease activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_29	20	MULTISPECIES: hypothetical protein	282	8.99E-56	98.01	2	P:GO:0006355; F:GO:0042802	P:regulation of DNA-templated transcription; F:identical protein binding			IPR013321 (G3DSA:1.10.1220.GENE3D)	P:GO:0006355	P:regulation of DNA-templated transcription
