	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_12	20	FMNH2-dependent alkanesulfonate monooxygenase	828	2.22E-196	99.38	2	P:GO:0046306; F:GO:0008726	P:alkanesulfonate catabolic process; F:alkanesulfonate monooxygenase activity	EC:1.14.14.1; EC:1; EC:1.14.14; EC:1.14; EC:1.14.14.5	unspecific monooxygenase; Oxidoreductases; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2; alkanesulfonate monooxygenase	IPR036661 (G3DSA:3.20.20.GENE3D); IPR011251 (PFAM); PIRSR000337-1 (PIRSR); IPR050172 (PANTHER); IPR036661 (SUPERFAMILY)	P:GO:0046306; F:GO:0008726; F:GO:0016705	P:alkanesulfonate catabolic process; F:alkanesulfonate monooxygenase activity; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_13	20	acyl-CoA dehydrogenase family protein	1188	1.73E-288	99.15	3	P:GO:0006552; F:GO:0008470; F:GO:0050660	P:L-leucine catabolic process; F:3-methylbutanoyl-CoA dehydrogenase activity; F:flavin adenine dinucleotide binding	EC:1.3; EC:1; EC:1.3.8.4; EC:1.3.8; EC:1.3.8.1	Acting on the CH-CH group of donors; Oxidoreductases; isovaleryl-CoA dehydrogenase; Acting on the CH-CH group of donors; short-chain acyl-CoA dehydrogenase	G3DSA:2.40.110.10:FF:000020 (FUNFAM); IPR037069 (G3DSA:1.10.540.GENE3D); IPR013107 (PFAM); IPR046373 (G3DSA:2.40.110.GENE3D); IPR013786 (PFAM); G3DSA:1.20.140.10 (GENE3D); PIRSF016578 (PIRSF); PTHR43884 (PANTHER); cd01163 (CDD); IPR036250 (SUPERFAMILY); IPR009100 (SUPERFAMILY)	P:GO:0006552; F:GO:0003995; F:GO:0008470; F:GO:0016627; F:GO:0050660	P:L-leucine catabolic process; F:acyl-CoA dehydrogenase activity; F:3-methylbutanoyl-CoA dehydrogenase activity; F:oxidoreductase activity, acting on the CH-CH group of donors; F:flavin adenine dinucleotide binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_14	20	sigma-54 dependent transcriptional regulator	1101	1.51E-256	99.1	5	P:GO:0006355; F:GO:0003677; F:GO:0005524; F:GO:0008134; F:GO:0016887	P:regulation of DNA-templated transcription; F:DNA binding; F:ATP binding; F:transcription factor binding; F:ATP hydrolysis activity	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	G3DSA:3.40.50.300:FF:000006 (FUNFAM); G3DSA:1.10.10.60 (GENE3D); G3DSA:1.10.8.60 (GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR002078 (PFAM); PTHR32071 (PANTHER); IPR002078 (PROSITE_PROFILES); cd00009 (CDD); IPR027417 (SUPERFAMILY); IPR009057 (SUPERFAMILY)	P:GO:0006355; F:GO:0005524; F:GO:0008134	P:regulation of DNA-templated transcription; F:ATP binding; F:transcription factor binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_15	20	MULTISPECIES: antibiotic biosynthesis monooxygenase	363	9.33E-77	95.73	1	F:GO:0004497	F:monooxygenase activity	EC:1	Oxidoreductases	IPR007138 (PFAM); G3DSA:3.30.70.100 (GENE3D); IPR011008 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_16	20	redox-sensitive transcriptional activator SoxR	474	1.62E-106	97.92	5	P:GO:0006355; P:GO:0006979; F:GO:0003677; F:GO:0003700; F:GO:0051537	P:regulation of DNA-templated transcription; P:response to oxidative stress; F:DNA binding; F:DNA-binding transcription factor activity; F:2 iron, 2 sulfur cluster binding			IPR000551 (PRINTS); IPR010211 (NCBIFAM); G3DSA:1.10.1660.10 (GENE3D); IPR000551 (PFAM); IPR015358 (PFAM); IPR047057 (PANTHER); IPR000551 (PROSITE_PROFILES); IPR010211 (CDD); IPR009061 (SUPERFAMILY)	P:GO:0006355; P:GO:0006979; F:GO:0003677; F:GO:0003700; F:GO:0051537	P:regulation of DNA-templated transcription; P:response to oxidative stress; F:DNA binding; F:DNA-binding transcription factor activity; F:2 iron, 2 sulfur cluster binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_17	20	MULTISPECIES: PepSY domain-containing protein	1290	4.35E-271	88.11	1	C:GO:0016020	C:membrane			IPR025711 (PFAM); IPR005625 (PFAM); IPR005625 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_18	20	thiamine pyrophosphate-binding protein	540	1.34E-127	97.84	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_19	20	hypothetical protein	339	9.65E-73	97.58						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_20	20	MULTISPECIES: DUF6162 family protein	573	3.77E-128	95.37	1	C:GO:0016020	C:membrane			IPR046160 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_21	20	MULTISPECIES: metal ABC transporter substrate-binding protein	477	7.94E-68	97.78	3	P:GO:0006829; P:GO:0007155; F:GO:0046872	P:zinc ion transport; P:cell adhesion; F:metal ion binding			IPR006129 (PRINTS); G3DSA:3.40.50.1980 (GENE3D); IPR006127 (PFAM); IPR050492 (PANTHER); SSF53807 (SUPERFAMILY)	P:GO:0007155; P:GO:0030001; F:GO:0046872	P:cell adhesion; P:metal ion transport; F:metal ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_22	20	metal ABC transporter substrate-binding protein	384	1.73E-80	99.25	3	P:GO:0006829; P:GO:0007155; F:GO:0046872	P:zinc ion transport; P:cell adhesion; F:metal ion binding			IPR006127 (PFAM); G3DSA:3.40.50.1980 (GENE3D); IPR050492 (PANTHER); SSF53807 (SUPERFAMILY)	P:GO:0030001; F:GO:0046872	P:metal ion transport; F:metal ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_23	20	metal ABC transporter ATP-binding protein	744	4.65E-173	98.64	2	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR050153 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_24	20	MULTISPECIES: metal ABC transporter permease	900	6.47E-190	99.77	3	P:GO:0010043; P:GO:0055085; C:GO:0043190	P:response to zinc ion; P:transmembrane transport; C:ATP-binding cassette (ABC) transporter complex			G3DSA:1.10.3470.10:FF:000015 (FUNFAM); IPR001626 (PFAM); IPR037294 (G3DSA:1.10.3470.GENE3D); IPR001626 (PANTHER); IPR037294 (SUPERFAMILY)	P:GO:0010043; P:GO:0055085; C:GO:0005886; C:GO:0043190	P:response to zinc ion; P:transmembrane transport; C:plasma membrane; C:ATP-binding cassette (ABC) transporter complex
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_25	20	zinc ABC transporter substrate-binding protein	1173	2.31E-211	97.5	2	P:GO:0030001; F:GO:0046872	P:metal ion transport; F:metal ion binding			IPR006127 (PFAM); IPR050492 (PANTHER); SSF53807 (SUPERFAMILY)	P:GO:0030001; F:GO:0046872	P:metal ion transport; F:metal ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_26	20	class I SAM-dependent methyltransferase	828	3.07E-201	98.45	2	P:GO:0032259; F:GO:0008168	P:methylation; F:methyltransferase activity	EC:2.1; EC:2; EC:2.1.1	Transferring one-carbon groups; Transferases; Transferring one-carbon groups	IPR029063 (G3DSA:3.40.50.GENE3D); IPR013217 (PFAM); cd02440 (CDD); IPR029063 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_27	20	MULTISPECIES: MbtH family protein	225	9.24E-49	98.92	2	P:GO:0019290; C:GO:0005829	P:siderophore biosynthetic process; C:cytosol			G3DSA:3.90.820.10 (GENE3D); IPR005153 (PFAM); IPR037407 (PANTHER); IPR038020 (SUPERFAMILY)	P:GO:0019290; C:GO:0005829	P:siderophore biosynthetic process; C:cytosol
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_28	20	aspartate aminotransferase family protein	1413	0.0	99.01	3	P:GO:0009058; F:GO:0008483; F:GO:0030170	P:biosynthetic process; F:transaminase activity; F:pyridoxal phosphate binding	EC:2.6.1.76; EC:2.6.1; EC:2; EC:2.6	diaminobutyrate--2-oxoglutarate transaminase; Transferring nitrogenous groups; Transferases; Transferring nitrogenous groups	G3DSA:3.40.640.10:FF:000091 (FUNFAM); IPR005814 (PIRSF); IPR015422 (G3DSA:3.90.1150.GENE3D); IPR004637 (NCBIFAM); NF005393 (NCBIFAM); IPR005814 (PFAM); IPR015421 (G3DSA:3.40.640.GENE3D); IPR004637 (PANTHER); IPR005814 (CDD); IPR015424 (SUPERFAMILY)	P:GO:0009058; F:GO:0008483; F:GO:0030170	P:biosynthetic process; F:transaminase activity; F:pyridoxal phosphate binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_29	20	ATP-binding protein	1326	1.75E-309	98.94	4	P:GO:0000160; P:GO:0016310; F:GO:0000155; C:GO:0005886	P:phosphorelay signal transduction system; P:phosphorylation; F:phosphorelay sensor kinase activity; C:plasma membrane	EC:2.7.1; EC:2.7.3; EC:2.7; EC:2; EC:2.7.13.3	Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Transferases; histidine kinase	IPR004358 (PRINTS); G3DSA:1.10.287.130:FF:000035 (FUNFAM); IPR003661 (PFAM); IPR036890 (G3DSA:3.30.565.GENE3D); IPR013727 (PFAM); IPR003594 (PFAM); G3DSA:1.10.287.130 (GENE3D); PIRSR026389-1 (PIRSR); IPR050428 (PANTHER); IPR005467 (PROSITE_PROFILES); cd00075 (CDD); IPR003661 (CDD); IPR036890 (SUPERFAMILY); IPR036097 (SUPERFAMILY)	P:GO:0000160; P:GO:0007165; P:GO:0016310; F:GO:0000155; F:GO:0016772; C:GO:0005886	P:phosphorelay signal transduction system; P:signal transduction; P:phosphorylation; F:phosphorelay sensor kinase activity; F:transferase activity, transferring phosphorus-containing groups; C:plasma membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_30	20	MULTISPECIES: response regulator	678	1.62E-153	99.4	6	P:GO:0000160; P:GO:0006355; F:GO:0000156; F:GO:0000976; C:GO:0005829; C:GO:0032993	P:phosphorelay signal transduction system; P:regulation of DNA-templated transcription; F:phosphorelay response regulator activity; F:transcription cis-regulatory region binding; C:cytosol; C:protein-DNA complex			G3DSA:6.10.250.690 (GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); G3DSA:3.40.50.2300 (GENE3D); IPR001867 (PFAM); IPR001789 (PFAM); PIRSR002937-1 (PIRSR); PIRSR026389-4 (PIRSR); IPR039420 (PANTHER); IPR001789 (PROSITE_PROFILES); IPR001867 (PROSITE_PROFILES); IPR001867 (CDD); cd17624 (CDD); IPR011006 (SUPERFAMILY)	P:GO:0000160; P:GO:0006355; F:GO:0000156; F:GO:0000976; F:GO:0003677; C:GO:0005829; C:GO:0032993	P:phosphorelay signal transduction system; P:regulation of DNA-templated transcription; F:phosphorelay response regulator activity; F:transcription cis-regulatory region binding; F:DNA binding; C:cytosol; C:protein-DNA complex
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_31	20	protein-disulfide reductase DsbD	1752	0.0	98.38	4	P:GO:0017004; P:GO:0045454; F:GO:0047134; C:GO:0016020	P:cytochrome complex assembly; P:cell redox homeostasis; F:protein-disulfide reductase [NAD(P)H] activity; C:membrane	EC:1.8.1; EC:1; EC:1.8; EC:1.8.1.8	Acting on a sulfur group of donors; Oxidoreductases; Acting on a sulfur group of donors; protein-disulfide reductase	PF13899 (PFAM); G3DSA:3.40.30.10 (GENE3D); IPR036929 (G3DSA:2.60.40.GENE3D); IPR028250 (PFAM); IPR003834 (PFAM); NF001419 (NCBIFAM); PIRSR000077-4 (PIRSR); PTHR32234 (PANTHER); IPR022910 (HAMAP); IPR013766 (PROSITE_PROFILES); IPR035671 (CDD); IPR036249 (SUPERFAMILY); IPR036929 (SUPERFAMILY)	P:GO:0017004; P:GO:0045454; F:GO:0015035; F:GO:0047134; C:GO:0016020	P:cytochrome complex assembly; P:cell redox homeostasis; F:protein-disulfide reductase activity; F:protein-disulfide reductase [NAD(P)H] activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_32	20	MULTISPECIES: TlpA disulfide reductase family protein	864	7.57E-208	97.47	8	P:GO:0017004; P:GO:0042158; P:GO:0098869; F:GO:0004601; F:GO:0008961; F:GO:0015036; C:GO:0005886; C:GO:0030313	P:cytochrome complex assembly; P:lipoprotein biosynthetic process; P:cellular oxidant detoxification; F:peroxidase activity; F:phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity; F:disulfide oxidoreductase activity; C:plasma membrane; C:cell envelope	EC:2.5.1.145; EC:1.11; EC:2.4; EC:1; EC:1.8; EC:2; EC:1.11.1	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase; Acting on a peroxide as acceptor; Glycosyltransferases; Oxidoreductases; Acting on a sulfur group of donors; Transferases; Acting on a peroxide as acceptor	IPR001640 (PFAM); IPR013740 (PFAM); G3DSA:3.40.30.10 (GENE3D); PIRSR037293-1 (PIRSR); PIRSR000077-4 (PIRSR); IPR050553 (PANTHER); IPR013766 (PROSITE_PROFILES); cd02966 (CDD); IPR036249 (SUPERFAMILY)	P:GO:0042158; F:GO:0008961; F:GO:0016491; C:GO:0005886	P:lipoprotein biosynthetic process; F:phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity; F:oxidoreductase activity; C:plasma membrane
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_33	20	thiol:disulfide interchange protein DsbG	768	1.51E-182	98.86	4	P:GO:0008152; F:GO:0003756; F:GO:0015035; C:GO:0042597	P:metabolic process; F:protein disulfide isomerase activity; F:protein-disulfide reductase activity; C:periplasmic space	EC:5.3.4.1; EC:1; EC:1.8; EC:5.3; EC:5.3.4; EC:5	protein disulfide-isomerase; Oxidoreductases; Acting on a sulfur group of donors; Intramolecular oxidoreductases; Intramolecular oxidoreductases; Isomerases	IPR018950 (PFAM); NF008657 (NCBIFAM); IPR012336 (PFAM); IPR009094 (G3DSA:3.10.450.GENE3D); G3DSA:3.40.30.10 (GENE3D); IPR051470 (PANTHER); IPR033954 (CDD); IPR009094 (SUPERFAMILY); IPR036249 (SUPERFAMILY)	C:GO:0042597	C:periplasmic space
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_34	20	MULTISPECIES: alpha/beta fold hydrolase	813	6.17E-194	98.5	1	F:GO:0016787	F:hydrolase activity	EC:3	Hydrolases	IPR000073 (PRINTS); IPR000639 (PRINTS); IPR000073 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); IPR050266 (PANTHER); IPR029058 (SUPERFAMILY)	F:GO:0003824	F:catalytic activity
true	[INTERPRO, BLASTED]	contig_1_RagTag_35	20	hypothetical protein	357	1.14E-76	98.09						PF19619 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_1_RagTag_36	20	hypothetical protein	1050	3.87E-264	96.22						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_37	20	ParB/Srx family N-terminal domain-containing protein	1038	1.03E-266	96.88						cd16387 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_38	20	non-ribosomal peptide synthetase	2448	0.0	98.32	6	P:GO:0008610; P:GO:0043041; P:GO:0044550; F:GO:0003824; F:GO:0031177; C:GO:0005829	P:lipid biosynthetic process; P:amino acid activation for nonribosomal peptide biosynthetic process; P:secondary metabolite biosynthetic process; F:catalytic activity; F:phosphopantetheine binding; C:cytosol			IPR020459 (PRINTS); G3DSA:1.10.1200.10:FF:000005 (FUNFAM); G3DSA:3.40.50.980:FF:000001 (FUNFAM); G3DSA:3.30.300.30:FF:000010 (FUNFAM); G3DSA:2.30.38.10:FF:000001 (FUNFAM); IPR036736 (G3DSA:1.10.1200.GENE3D); IPR001242 (PFAM); G3DSA:2.30.38.10 (GENE3D); G3DSA:3.40.50.980 (GENE3D); IPR009081 (PFAM); G3DSA:3.40.50.980 (GENE3D); IPR010071 (NCBIFAM); IPR045851 (G3DSA:3.30.300.GENE3D); G3DSA:3.30.559.30 (GENE3D); IPR000873 (PFAM); IPR025110 (PFAM); PTHR45527 (PANTHER); IPR009081 (PROSITE_PROFILES); cd05930 (CDD); SSF52777 (SUPERFAMILY); IPR036736 (SUPERFAMILY); SSF56801 (SUPERFAMILY)	P:GO:0043041; P:GO:0044550; F:GO:0003824; F:GO:0031177; C:GO:0005737; C:GO:0005829	P:amino acid activation for nonribosomal peptide biosynthetic process; P:secondary metabolite biosynthetic process; F:catalytic activity; F:phosphopantetheine binding; C:cytoplasm; C:cytosol
