	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_11	20	tRNA1(Val) (adenine(37)-N6)-methyltransferase	738	1.83E-178	98.49	5	P:GO:0030488; F:GO:0003676; F:GO:0008170; F:GO:0016426; C:GO:0005737	P:tRNA methylation; F:nucleic acid binding; F:N-methyltransferase activity; F:tRNA (adenine) methyltransferase activity; C:cytoplasm	EC:2.1; EC:2; EC:2.1.1; EC:2.1.1.223	Transferring one-carbon groups; Transferases; Transferring one-carbon groups; tRNA1(Val) (adenine(37)-N(6))-methyltransferase	IPR029063 (G3DSA:3.40.50.GENE3D); IPR007848 (PFAM); NF047853 (NCBIFAM); PIRSR037350-1 (PIRSR); PIRSR016958-1 (PIRSR); PIRSR017269-1 (PIRSR); IPR050210 (PANTHER); IPR022882 (HAMAP); cd02440 (CDD); IPR029063 (SUPERFAMILY)	F:GO:0008168; F:GO:0016430	F:methyltransferase activity; F:obsolete tRNA (adenine-N6)-methyltransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_12	20	MULTISPECIES: L-aspartate oxidase	1620	0.0	99.54	4	P:GO:0034628; F:GO:0008734; F:GO:0050660; C:GO:0005829	P:'de novo' NAD+ biosynthetic process from L-aspartate; F:L-aspartate oxidase activity; F:flavin adenine dinucleotide binding; C:cytosol	EC:1.4.3.16; EC:1.4; EC:1.4.3; EC:1; EC:1.4.3.21; EC:1.4.3.2	L-aspartate oxidase; Acting on the CH-NH2 group of donors; Acting on the CH-NH2 group of donors; Oxidoreductases; primary-amine oxidase; L-amino-acid oxidase	PR00368 (PRINTS); PR00411 (PRINTS); G3DSA:3.50.50.60:FF:000060 (FUNFAM); G3DSA:3.90.700.10:FF:000002 (FUNFAM); G3DSA:1.20.58.100:FF:000002 (FUNFAM); IPR027477 (G3DSA:3.90.700.GENE3D); IPR015939 (PFAM); NF006567 (NCBIFAM); IPR005288 (NCBIFAM); PIRSF000171 (PIRSF); G3DSA:1.20.58.100 (GENE3D); IPR036188 (G3DSA:3.50.50.GENE3D); IPR003953 (PFAM); PIRSR000171-1 (PIRSR); PIRSR000238-1 (PIRSR); PIRSR611281-1 (PIRSR); IPR005288 (PANTHER); IPR027477 (SUPERFAMILY); IPR037099 (SUPERFAMILY); IPR036188 (SUPERFAMILY)	P:GO:0009435; P:GO:0034628; F:GO:0008734; F:GO:0016491	P:NAD+ biosynthetic process; P:'de novo' NAD+ biosynthetic process from L-aspartate; F:L-aspartate oxidase activity; F:oxidoreductase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_13	20	MULTISPECIES: RNA polymerase sigma factor RpoE	576	1.73E-129	99.53	6	P:GO:0006970; P:GO:0009266; P:GO:2000142; F:GO:0003677; F:GO:0016987; C:GO:0005737	P:response to osmotic stress; P:response to temperature stimulus; P:regulation of DNA-templated transcription initiation; F:DNA binding; F:sigma factor activity; C:cytoplasm			G3DSA:1.10.1740.10:FF:000001 (FUNFAM); G3DSA:1.10.10.10:FF:000043 (FUNFAM); IPR007627 (PFAM); IPR014286 (NCBIFAM); IPR036388 (G3DSA:1.10.10.GENE3D); G3DSA:1.10.1740.10 (GENE3D); IPR013249 (PFAM); IPR014284 (NCBIFAM); IPR039425 (PANTHER); cd06171 (CDD); IPR013325 (SUPERFAMILY); IPR013324 (SUPERFAMILY)	P:GO:0006352; P:GO:0006355; F:GO:0003677; F:GO:0003700; F:GO:0016987	P:DNA-templated transcription initiation; P:regulation of DNA-templated transcription; F:DNA binding; F:DNA-binding transcription factor activity; F:sigma factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_14	20	MULTISPECIES: anti-sigma-E factor RseA	651	8.03E-145	98.96	3	P:GO:0045892; F:GO:0016989; C:GO:0005886	P:negative regulation of DNA-templated transcription; F:sigma factor antagonist activity; C:plasma membrane			G3DSA:1.20.5.3960:FF:000001 (FUNFAM); NF008116 (NCBIFAM); IPR005573 (PFAM); IPR036147 (G3DSA:1.10.10.GENE3D); G3DSA:1.20.5.3960 (GENE3D); IPR005572 (PFAM); IPR026279 (PIRSF); IPR052383 (PANTHER); IPR005572 (CDD); IPR036147 (SUPERFAMILY)	F:GO:0016989	F:sigma factor antagonist activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_15	20	MULTISPECIES: sigma-E factor regulatory protein RseB	957	5.84E-223	99.62	4	P:GO:0032885; F:GO:0042802; F:GO:0045152; C:GO:0030288	P:regulation of polysaccharide biosynthetic process; F:identical protein binding; F:antisigma factor binding; C:outer membrane-bounded periplasmic space			G3DSA:2.50.20.10:FF:000003 (FUNFAM); IPR005588 (PIRSF); NF006990 (NCBIFAM); IPR033434 (PFAM); IPR033436 (PFAM); G3DSA:2.50.20.10 (GENE3D); IPR038484 (G3DSA:3.30.200.GENE3D); IPR005588 (PANTHER); IPR033434 (CDD)	P:GO:0032885; F:GO:0045152; C:GO:0030288	P:regulation of polysaccharide biosynthetic process; F:antisigma factor binding; C:outer membrane-bounded periplasmic space
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_16	20	MULTISPECIES: SoxR-reducing system protein RseC	480	4.45E-105	98.77	2	P:GO:0006979; C:GO:0005886	P:response to oxidative stress; C:plasma membrane			IPR026268 (PIRSF); PF04246 (PFAM); NF008115 (NCBIFAM); IPR007359 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_17	20	MULTISPECIES: translation elongation factor 4	1800	0.0	99.57	18	P:GO:0006414; P:GO:0009268; P:GO:0009409; P:GO:0009651; P:GO:0043043; P:GO:0045727; F:GO:0003723; F:GO:0003746; F:GO:0003924; F:GO:0005525; F:GO:0008135; F:GO:0032550; F:GO:0042802; F:GO:0043023; F:GO:0043024; F:GO:0097216; C:GO:0005829; C:GO:0005886	P:translational elongation; P:response to pH; P:response to cold; P:response to salt stress; P:peptide biosynthetic process; P:positive regulation of translation; F:RNA binding; F:translation elongation factor activity; F:GTPase activity; F:GTP binding; F:translation factor activity, RNA binding; F:purine ribonucleoside binding; F:identical protein binding; F:ribosomal large subunit binding; F:ribosomal small subunit binding; F:guanosine tetraphosphate binding; C:cytosol; C:plasma membrane	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	IPR000795 (PRINTS); G3DSA:3.40.50.300:FF:000078 (FUNFAM); G3DSA:3.30.70.240:FF:000005 (FUNFAM); G3DSA:3.30.70.870:FF:000004 (FUNFAM); G3DSA:2.40.30.10:FF:000015 (FUNFAM); G3DSA:3.30.70.2570:FF:000001 (FUNFAM); G3DSA:3.30.70.240 (GENE3D); IPR013842 (PFAM); IPR000795 (PFAM); IPR004161 (PFAM); IPR005225 (NCBIFAM); G3DSA:2.40.30.10 (GENE3D); IPR000640 (PFAM); IPR038363 (G3DSA:3.30.70.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); G3DSA:3.30.70.870 (GENE3D); IPR006297 (NCBIFAM); IPR006297 (PANTHER); IPR006297 (HAMAP); IPR000795 (PROSITE_PROFILES); cd16260 (CDD); cd01890 (CDD); IPR035654 (CDD); cd03699 (CDD); IPR027417 (SUPERFAMILY); IPR035647 (SUPERFAMILY); IPR035647 (SUPERFAMILY)	P:GO:0045727; F:GO:0003924; F:GO:0005525; F:GO:0043022	P:positive regulation of translation; F:GTPase activity; F:GTP binding; F:ribosome binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_18	20	signal peptidase I	975	1.36E-240	99.17	5	P:GO:0006518; P:GO:0016485; F:GO:0004252; F:GO:0015643; C:GO:0005886	P:peptide metabolic process; P:protein processing; F:serine-type endopeptidase activity; F:toxic substance binding; C:plasma membrane	EC:3.4.21.73; EC:3.4.21.71; EC:3.4.21.34; EC:3.4.21.78; EC:3.4.21.75; EC:3.4.21.26; EC:3.4.21.27; EC:3.4.21.68; EC:3.4.21.69; EC:3.4.21.41; EC:3.4.21.83; EC:3.4.21.88; EC:3.4.21.45; EC:3.4.21.89; EC:3.4.21.42; EC:3.4.21.43; EC:3.4.21.38; EC:3.4.21.35; EC:3.4.21.79; EC:3.4.21.36; EC:3.4.21.102; EC:3.4.21.39; EC:3.4.21; EC:3.4.21.4; EC:3.4.21.5; EC:3.4.21.92; EC:3.4.21.1; EC:3.4.21.93; EC:3.4.21.94; EC:3.4.21.6; EC:3.4.21.7; EC:3.4.21.53; EC:3.4.21.54; EC:3.4.21.10; EC:3.4.21.9; EC:3.4.21.48; EC:3.4.21.46; EC:3.4.21.47; EC:3.4; EC:3.4.99; EC:3.4.21.62; EC:3.4.21.61; EC:3.4.21.22; EC:3.4.21.20; EC:3.4.21.21; EC:3.4.21.59; EC:3	u-plasminogen activator; pancreatic elastase II; plasma kallikrein; granzyme A; furin; prolyl oligopeptidase; coagulation factor XIa; t-plasminogen activator; activated protein C (thrombin-activated peptidase); complement subcomponent C1r; oligopeptidase B; repressor LexA; complement factor I; signal peptidase I; complement subcomponent C1s; classical-complement-pathway C3/C5 convertase; coagulation factor XIIa; tissue kallikrein; granzyme B; pancreatic elastase; C-terminal processing peptidase; chymase; Acting on peptide bonds (peptidases); trypsin; thrombin; endopeptidase Clp; chymotrypsin; proprotein convertase 1; proprotein convertase 2; coagulation factor Xa; plasmin; endopeptidase La; gamma-renin; acrosin; enteropeptidase; cerevisin; complement factor D; alternative-complement-pathway C3/C5 convertase; Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); subtilisin; kexin; coagulation factor IXa; cathepsin G; coagulation factor VIIa; tryptase; Hydrolases	IPR000223 (PRINTS); NF008114 (NCBIFAM); IPR000223 (NCBIFAM); IPR019766 (G3DSA:2.170.230.GENE3D); G3DSA:2.10.109.10 (GENE3D); IPR019533 (PFAM); PIRSR600223-1 (PIRSR); IPR000223 (PANTHER); IPR019533 (CDD); IPR036286 (SUPERFAMILY)	P:GO:0006465; P:GO:0006508; F:GO:0004252; F:GO:0008236; C:GO:0016020	P:obsolete signal peptide processing; P:proteolysis; F:serine-type endopeptidase activity; F:serine-type peptidase activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_19	20	MULTISPECIES: ribonuclease III	681	2.22E-156	99.93	11	P:GO:0006364; P:GO:0006397; P:GO:0008033; P:GO:0010468; F:GO:0000287; F:GO:0003725; F:GO:0004525; F:GO:0019843; F:GO:0019899; F:GO:1901363; C:GO:0005829	P:rRNA processing; P:mRNA processing; P:tRNA processing; P:regulation of gene expression; F:magnesium ion binding; F:double-stranded RNA binding; F:ribonuclease III activity; F:rRNA binding; F:enzyme binding; F:heterocyclic compound binding; C:cytosol	EC:3.1; EC:3; EC:3.1.26.3; EC:3.1.26	Acting on ester bonds; Hydrolases; ribonuclease III; Acting on ester bonds	G3DSA:3.30.160.20:FF:000003 (FUNFAM); G3DSA:1.10.1520.10:FF:000001 (FUNFAM); IPR014720 (PFAM); IPR011907 (NCBIFAM); G3DSA:3.30.160.20 (GENE3D); IPR036389 (G3DSA:1.10.1520.GENE3D); IPR000999 (PFAM); PTHR11207 (PANTHER); IPR011907 (HAMAP); IPR000999 (PROSITE_PROFILES); IPR014720 (PROSITE_PROFILES); IPR000999 (CDD); cd10845 (CDD); SSF54768 (SUPERFAMILY); IPR036389 (SUPERFAMILY)	P:GO:0006364; P:GO:0006396; P:GO:0010468; F:GO:0003723; F:GO:0003725; F:GO:0004525	P:rRNA processing; P:RNA processing; P:regulation of gene expression; F:RNA binding; F:double-stranded RNA binding; F:ribonuclease III activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_20	20	MULTISPECIES: GTPase Era	906	3.1E-214	99.35	9	P:GO:0000028; P:GO:0046777; F:GO:0003924; F:GO:0005525; F:GO:0032550; F:GO:0043024; F:GO:0070181; C:GO:0005829; C:GO:0031234	P:ribosomal small subunit assembly; P:protein autophosphorylation; F:GTPase activity; F:GTP binding; F:purine ribonucleoside binding; F:ribosomal small subunit binding; F:small ribosomal subunit rRNA binding; C:cytosol; C:extrinsic component of cytoplasmic side of plasma membrane	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	G3DSA:3.30.300.20:FF:000003 (FUNFAM); G3DSA:3.40.50.300:FF:000094 (FUNFAM); IPR005225 (NCBIFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR015946 (G3DSA:3.30.300.GENE3D); IPR004044 (PFAM); NF000908 (NCBIFAM); IPR006073 (PFAM); IPR005662 (NCBIFAM); PIRSR603373-1 (PIRSR); PIRSR603373-2 (PIRSR); PIRSR006809-2 (PIRSR); PIRSR038134-2 (PIRSR); PIRSR006230-1 (PIRSR); PIRSR006809-1 (PIRSR); IPR005662 (PANTHER); IPR005662 (HAMAP); IPR030388 (PROSITE_PROFILES); IPR004044 (PROSITE_PROFILES); cd22534 (CDD); IPR030388 (CDD); IPR027417 (SUPERFAMILY); IPR009019 (SUPERFAMILY)	P:GO:0000028; F:GO:0003723; F:GO:0005525; F:GO:0019843; F:GO:0043024; C:GO:0005829	P:ribosomal small subunit assembly; F:RNA binding; F:GTP binding; F:rRNA binding; F:ribosomal small subunit binding; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_21	20	DNA recombination and repair protein	747	1.06E-174	99.72	4	P:GO:0006302; P:GO:0006310; P:GO:0009314; C:GO:0043590	P:double-strand break repair; P:DNA recombination; P:response to radiation; C:bacterial nucleoid			G3DSA:2.40.50.140:FF:000074 (FUNFAM); IPR003717 (PFAM); IPR003717 (NCBIFAM); IPR012340 (G3DSA:2.40.50.GENE3D); IPR022572 (PFAM); IPR042242 (G3DSA:1.20.1440.GENE3D); IPR003717 (PANTHER); IPR003717 (HAMAP); IPR012340 (SUPERFAMILY); IPR037278 (SUPERFAMILY)	P:GO:0006281; P:GO:0006302; P:GO:0006310; C:GO:0043590	P:DNA repair; P:double-strand break repair; P:DNA recombination; C:bacterial nucleoid
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_22	20	MULTISPECIES: pyridoxine 5'-phosphate synthase	732	1.05E-167	98.17	5	P:GO:0006805; P:GO:0008615; F:GO:0033856; F:GO:0042802; C:GO:0005829	P:xenobiotic metabolic process; P:pyridoxine biosynthetic process; F:pyridoxine 5'-phosphate synthase activity; F:identical protein binding; C:cytosol	EC:2.6.99.2; EC:2; EC:2.6	pyridoxine 5'-phosphate synthase; Transferases; Transferring nitrogenous groups	G3DSA:3.20.20.70:FF:000042 (FUNFAM); NF003626 (NCBIFAM); IPR004569 (PFAM); NF003627 (NCBIFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR004569 (NCBIFAM); NF003625 (NCBIFAM); NF003624 (NCBIFAM); NF003623 (NCBIFAM); IPR004569 (PANTHER); IPR004569 (HAMAP); IPR004569 (CDD); IPR036130 (SUPERFAMILY)	P:GO:0008615; F:GO:0033856; C:GO:0005737; C:GO:0005829	P:pyridoxine biosynthetic process; F:pyridoxine 5'-phosphate synthase activity; C:cytoplasm; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_23	20	MULTISPECIES: holo-ACP synthase	381	2.83E-83	98.89	5	P:GO:0006633; P:GO:0018070; F:GO:0000287; F:GO:0008897; C:GO:0005737	P:fatty acid biosynthetic process; P:peptidyl-serine phosphopantetheinylation; F:magnesium ion binding; F:holo-[acyl-carrier-protein] synthase activity; C:cytoplasm	EC:2.7; EC:2; EC:2.7.8; EC:2.7.8.7	Transferring phosphorus-containing groups; Transferases; Transferring phosphorus-containing groups; holo-[acyl-carrier-protein] synthase	G3DSA:3.90.470.20:FF:000001 (FUNFAM); IPR037143 (G3DSA:3.90.470.GENE3D); IPR002582 (NCBIFAM); IPR008278 (PFAM); IPR004568 (NCBIFAM); PIRSR000454-3 (PIRSR); IPR002582 (HAMAP); IPR037143 (SUPERFAMILY)	P:GO:0006633; F:GO:0000287; F:GO:0008897	P:fatty acid biosynthetic process; F:magnesium ion binding; F:holo-[acyl-carrier-protein] synthase activity
