	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_11	20	MULTISPECIES: cytochrome c oxidase subunit I	1611	0.0	99.07	9	P:GO:0006119; P:GO:0015990; P:GO:0022904; F:GO:0004129; F:GO:0016491; F:GO:0020037; F:GO:0046872; C:GO:0005886; C:GO:0045277	P:oxidative phosphorylation; P:electron transport coupled proton transport; P:respiratory electron transport chain; F:cytochrome-c oxidase activity; F:oxidoreductase activity; F:heme binding; F:metal ion binding; C:plasma membrane; C:respiratory chain complex IV	EC:1; EC:1.9.3.1; EC:7.1.1.9; EC:7	Oxidoreductases; Acting on a heme group of donors; cytochrome-c oxidase; Translocases	IPR000883 (PRINTS); G3DSA:1.20.210.10:FF:000004 (FUNFAM); IPR036927 (G3DSA:1.20.210.GENE3D); IPR000883 (PFAM); IPR014241 (NCBIFAM); IPR000883 (PANTHER); IPR023616 (PROSITE_PROFILES); IPR033944 (CDD); IPR036927 (SUPERFAMILY)	P:GO:0009060; P:GO:0015990; P:GO:0022904; F:GO:0004129; F:GO:0020037; C:GO:0016020; C:GO:0045277	P:aerobic respiration; P:electron transport coupled proton transport; P:respiratory electron transport chain; F:cytochrome-c oxidase activity; F:heme binding; C:membrane; C:respiratory chain complex IV
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_12	20	MULTISPECIES: hypothetical protein	135	7.09E-20	88.72	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_13	20	MULTISPECIES: cytochrome c oxidase assembly protein	588	5.13E-133	95.87	3	P:GO:0008535; F:GO:0005507; C:GO:0005886	P:respiratory chain complex IV assembly; F:copper ion binding; C:plasma membrane			IPR007533 (PIRSF); IPR007533 (PFAM); NF003465 (NCBIFAM); IPR023471 (G3DSA:2.60.370.GENE3D); PTHR21320 (PANTHER); IPR023471 (SUPERFAMILY)	F:GO:0005507	F:copper ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_14	20	MULTISPECIES: cytochrome c oxidase subunit 3	876	6.3E-218	96.32	6	P:GO:0019646; P:GO:0040007; P:GO:1902600; F:GO:0004129; F:GO:0016491; C:GO:0005886	P:aerobic electron transport chain; P:growth; P:proton transmembrane transport; F:cytochrome-c oxidase activity; F:oxidoreductase activity; C:plasma membrane	EC:1; EC:1.9.3.1; EC:7.1.1.9; EC:7	Oxidoreductases; Acting on a heme group of donors; cytochrome-c oxidase; Translocases	G3DSA:1.20.120.80:FF:000003 (FUNFAM); G3DSA:1.10.287.70:FF:000082 (FUNFAM); G3DSA:1.10.287.70 (GENE3D); IPR013833 (G3DSA:1.20.120.GENE3D); IPR000298 (PFAM); IPR024791 (PANTHER); IPR000298 (PROSITE_PROFILES); IPR033945 (CDD); IPR035973 (SUPERFAMILY)	P:GO:0009060; P:GO:0019646; P:GO:0022904; F:GO:0004129; F:GO:0009055; C:GO:0016020	P:aerobic respiration; P:aerobic electron transport chain; P:respiratory electron transport chain; F:cytochrome-c oxidase activity; F:electron transfer activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_15	20	MULTISPECIES: twin transmembrane helix small protein	219	6.95E-41	97.91	1	C:GO:0016020	C:membrane			NF033233 (NCBIFAM); IPR021313 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_16	20	SURF1 family protein	207	5.87E-38	95.35	4	P:GO:0040007; P:GO:0051701; C:GO:0005618; C:GO:0005886	P:growth; P:biological process involved in interaction with host; C:cell wall; C:plasma membrane			IPR002994 (PFAM); IPR002994 (PROSITE_PROFILES)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_17	20	cytochrome C oxidase subunit I	576	3.37E-136	94.73	1	C:GO:0016020	C:membrane			IPR036249 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_18	20	MULTISPECIES: COX15/CtaA family protein	1164	1.22E-268	97.65	3	P:GO:0006784; F:GO:0016653; C:GO:0016020	P:heme A biosynthetic process; F:oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor; C:membrane	EC:1.6.2; EC:1.6; EC:1	Acting on NADH or NADPH; Acting on NADH or NADPH; Oxidoreductases	IPR003780 (PFAM); IPR050450 (PANTHER)	P:GO:0006784; F:GO:0016653; C:GO:0016020	P:heme A biosynthetic process; F:oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_19	20	MULTISPECIES: heme o synthase	894	7.82E-206	95.34	5	P:GO:0045333; P:GO:0048034; F:GO:0004311; F:GO:0008495; C:GO:0005886	P:cellular respiration; P:heme O biosynthetic process; F:geranylgeranyl diphosphate synthase activity; F:protoheme IX farnesyltransferase activity; C:plasma membrane	EC:2.5.1; EC:2.5.1.29; EC:2.5.1.141; EC:2	Transferring alkyl or aryl groups, other than methyl groups; geranylgeranyl diphosphate synthase; heme o synthase; Transferases	G3DSA:1.10.357.140:FF:000001 (FUNFAM); IPR006369 (NCBIFAM); IPR000537 (PFAM); IPR044878 (G3DSA:1.10.357.GENE3D); NF003349 (NCBIFAM); IPR006369 (PANTHER); IPR006369 (HAMAP); IPR006369 (CDD)	P:GO:0006783; F:GO:0008495; F:GO:0016765; C:GO:0016020	P:heme biosynthetic process; F:protoheme IX farnesyltransferase activity; F:transferase activity, transferring alkyl or aryl (other than methyl) groups; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_20	20	bile acid:sodium symporter	987	2.05E-228	97.34	1	C:GO:0005886	C:plasma membrane			IPR016833 (PFAM); IPR038770 (G3DSA:1.20.1530.GENE3D); IPR016833 (PIRSF); IPR016833 (PANTHER)	C:GO:0005886	C:plasma membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_21	20	sulfur transferase domain-containing protein	498	5.56E-111	86.83	1	F:GO:0016787	F:hydrolase activity	EC:3	Hydrolases	IPR029021 (G3DSA:3.90.190.GENE3D); IPR055214 (PFAM); IPR029021 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_22	20	DNA primase	1734	0.0	97.78	7	P:GO:0006269; F:GO:0003677; F:GO:0003899; F:GO:0008270; C:GO:0000428; C:GO:0005737; C:GO:1990077	P:DNA replication, synthesis of primer; F:DNA binding; F:DNA-directed RNA polymerase activity; F:zinc ion binding; C:DNA-directed RNA polymerase complex; C:cytoplasm; C:primosome complex	EC:2.7; EC:2; EC:2.7.7; EC:2.7.7.6	Transferring phosphorus-containing groups; Transferases; Transferring phosphorus-containing groups; DNA-directed RNA polymerase	G3DSA:3.40.1360.10:FF:000002 (FUNFAM); G3DSA:3.90.980.10:FF:000001 (FUNFAM); G3DSA:3.90.580.10:FF:000001 (FUNFAM); IPR002694 (PFAM); IPR019475 (PFAM); PF13155 (PFAM); IPR006295 (NCBIFAM); IPR030846 (PIRSF); IPR036977 (G3DSA:3.90.580.GENE3D); IPR013173 (PFAM); G3DSA:3.40.1360.10 (GENE3D); G3DSA:1.20.50.20 (GENE3D); IPR016136 (G3DSA:1.10.860.GENE3D); IPR013264 (PFAM); IPR037068 (G3DSA:3.90.980.GENE3D); PIRSR002811-1 (PIRSR); IPR050219 (PANTHER); IPR030846 (HAMAP); IPR006171 (PROSITE_PROFILES); IPR034151 (CDD); SSF117023 (SUPERFAMILY); SSF56731 (SUPERFAMILY); SSF57783 (SUPERFAMILY)	P:GO:0006260; P:GO:0006269; F:GO:0003677; F:GO:0003896; F:GO:0003899; F:GO:0008270; F:GO:0016779; C:GO:0005737	P:DNA replication; P:DNA replication, synthesis of primer; F:DNA binding; F:obsolete DNA primase activity; F:DNA-directed RNA polymerase activity; F:zinc ion binding; F:nucleotidyltransferase activity; C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_23	20	YihY/virulence factor BrkB family protein	879	8.3E-194	93.23	1	C:GO:0005886	C:plasma membrane			IPR017039 (PFAM); IPR017039 (NCBIFAM); IPR017039 (PIRSF); IPR017039 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_24	20	MULTISPECIES: GatB/YqeY domain-containing protein	447	4.91E-90	96.69	2	F:GO:0016740; F:GO:0016884	F:transferase activity; F:carbon-nitrogen ligase activity, with glutamine as amido-N-donor	EC:2; EC:6.3; EC:6; EC:6.3.5	Transferases; Forming carbon-nitrogen bonds; Ligases; Forming carbon-nitrogen bonds	IPR023168 (G3DSA:1.10.10.GENE3D); IPR042184 (G3DSA:1.10.1510.GENE3D); IPR019004 (PFAM); IPR019004 (PANTHER); IPR003789 (SUPERFAMILY)	F:GO:0016884	F:carbon-nitrogen ligase activity, with glutamine as amido-N-donor
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_25	20	MULTISPECIES: 30S ribosomal protein S21	216	2.55E-38	99.37	5	P:GO:0000028; P:GO:0006412; P:GO:0043043; F:GO:0003735; C:GO:0022627	P:ribosomal small subunit assembly; P:translation; P:peptide biosynthetic process; F:structural constituent of ribosome; C:cytosolic small ribosomal subunit			IPR001911 (PRINTS); IPR001911 (NCBIFAM); IPR038380 (G3DSA:1.20.5.GENE3D); IPR001911 (PFAM); IPR001911 (PANTHER); IPR001911 (HAMAP)	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_26	20	MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	1026	1.08E-241	98.14	13	P:GO:0002949; P:GO:0006508; P:GO:0070525; F:GO:0000287; F:GO:0003677; F:GO:0004222; F:GO:0004519; F:GO:0005506; F:GO:0042802; F:GO:0061711; F:GO:0140032; C:GO:0000408; C:GO:0005829	P:tRNA threonylcarbamoyladenosine modification; P:proteolysis; P:tRNA threonylcarbamoyladenosine metabolic process; F:magnesium ion binding; F:DNA binding; F:metalloendopeptidase activity; F:endonuclease activity; F:iron ion binding; F:identical protein binding; F:tRNA N(6)-L-threonylcarbamoyladenine synthase activity; F:glycosylation-dependent protein binding; C:EKC/KEOPS complex; C:cytosol	EC:3.4.24; EC:3.4.24.61; EC:3.4.24.23; EC:3.4.24.7; EC:3.4.24.24; EC:3.4.24.69; EC:3.4.24.3; EC:3.4.24.21; EC:3.4.24.65; EC:3.4.24.22; EC:2.3; EC:3.4; EC:3.4.24.17; EC:3.4.24.18; EC:3.4.24.19; EC:2.3.1.234; EC:2.3.1; EC:3.4.24.70; EC:3.4.99; EC:3.4.24.71; EC:3.4.24.72; EC:3.4.24.34; EC:3.4.24.56; EC:3.4.24.35; EC:3.4.24.57; EC:3.4.24.14; EC:3.4.24.37; EC:3.4.24.59; EC:3.4.24.11; EC:3.4.24.55; EC:2; EC:3	Acting on peptide bonds (peptidases); nardilysin; matrilysin; interstitial collagenase; gelatinase A; bontoxilysin; microbial collagenase; astacin; macrophage elastase; stromelysin 2; Acyltransferases; Acting on peptide bonds (peptidases); stromelysin 1; meprin A; procollagen C-endopeptidase; N(6)-L-threonylcarbamoyladenine synthase; Acyltransferases; oligopeptidase A; Acting on peptide bonds (peptidases); endothelin-converting enzyme 1; fibrolase; neutrophil collagenase; insulysin; gelatinase B; O-sialoglycoprotein endopeptidase; procollagen N-endopeptidase; saccharolysin; mitochondrial intermediate peptidase; neprilysin; pitrilysin; Transferases; Hydrolases	IPR017861 (PRINTS); G3DSA:3.30.420.40:FF:000031 (FUNFAM); IPR017861 (NCBIFAM); G3DSA:3.30.420.40 (GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR000905 (PFAM); IPR022450 (NCBIFAM); IPR000905 (PANTHER); IPR022450 (HAMAP); cd24133 (CDD); IPR043129 (SUPERFAMILY); IPR043129 (SUPERFAMILY)	P:GO:0002949	P:tRNA threonylcarbamoyladenosine modification
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_27	20	MULTISPECIES: dihydroneopterin aldolase	354	7.47E-77	96.6	5	P:GO:0046654; P:GO:0046656; F:GO:0004150; F:GO:0042802; C:GO:0005737	P:tetrahydrofolate biosynthetic process; P:folic acid biosynthetic process; F:dihydroneopterin aldolase activity; F:identical protein binding; C:cytoplasm	EC:4.1.2; EC:4.1; EC:4.1.2.25; EC:5.1.99.8; EC:4; EC:1.13.11.81	Carbon-carbon lyases; Carbon-carbon lyases; dihydroneopterin aldolase; 7,8-dihydroneopterin epimerase; Lyases; 7,8-dihydroneopterin oxygenase	G3DSA:3.30.1130.10:FF:000002 (FUNFAM); IPR006157 (NCBIFAM); IPR006157 (PFAM); IPR043133 (G3DSA:3.30.1130.GENE3D); IPR006156 (NCBIFAM); IPR006156 (PANTHER); IPR006157 (CDD); SSF55620 (SUPERFAMILY)	P:GO:0006760; F:GO:0004150; C:GO:0005737	P:folic acid-containing compound metabolic process; F:dihydroneopterin aldolase activity; C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_28	20	MULTISPECIES: mechanosensitive ion channel	1269	1.98E-294	96.01	5	P:GO:0034220; P:GO:0071470; F:GO:0008381; C:GO:0005886; C:GO:0012505	P:monoatomic ion transmembrane transport; P:cellular response to osmotic stress; F:mechanosensitive monoatomic ion channel activity; C:plasma membrane; C:endomembrane system			IPR023408 (G3DSA:2.30.30.GENE3D); IPR006685 (PFAM); IPR049278 (PFAM); IPR030192 (PANTHER); IPR010920 (SUPERFAMILY)	P:GO:0055085; P:GO:0071470; F:GO:0008381; C:GO:0005886; C:GO:0016020	P:transmembrane transport; P:cellular response to osmotic stress; F:mechanosensitive monoatomic ion channel activity; C:plasma membrane; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_29	20	glycoside hydrolase family 3 N-terminal domain-containing protein	2154	0.0	92.56	2	P:GO:0009251; F:GO:0008422	P:glucan catabolic process; F:beta-glucosidase activity	EC:3.2; EC:3.2.1.21; EC:3; EC:3.2.1	Glycosylases; beta-glucosidase; Hydrolases; Glycosylases	IPR001764 (PRINTS); G3DSA:2.60.40.10:FF:000495 (FUNFAM); G3DSA:3.20.20.300:FF:000005 (FUNFAM); IPR036881 (G3DSA:3.40.50.GENE3D); IPR002772 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR001764 (PFAM); IPR036962 (G3DSA:3.20.20.GENE3D); IPR036881 (G3DSA:3.40.50.GENE3D); IPR002772 (PFAM); IPR026891 (PFAM); IPR051915 (PANTHER); IPR036881 (SUPERFAMILY); IPR017853 (SUPERFAMILY)	P:GO:0005975; P:GO:0009251; F:GO:0004553; F:GO:0008422	P:carbohydrate metabolic process; P:glucan catabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:beta-glucosidase activity
