	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_11	20	MULTISPECIES: phosphoribosylglycinamide formyltransferase	579	2.36E-132	99.64	3	P:GO:0006189; F:GO:0004644; C:GO:0005829	P:'de novo' IMP biosynthetic process; F:phosphoribosylglycinamide formyltransferase activity; C:cytosol	EC:2.1; EC:2.1.2.2; EC:2; EC:2.1.2	Transferring one-carbon groups; phosphoribosylglycinamide formyltransferase 1; Transferases; Transferring one-carbon groups	G3DSA:3.40.50.170:FF:000007 (FUNFAM); IPR002376 (PFAM); G3DSA:3.40.50.170 (GENE3D); IPR004607 (NCBIFAM); PIRSR036489-2 (PIRSR); PIRSR036489-4 (PIRSR); PTHR43369 (PANTHER); IPR004607 (HAMAP); IPR004607 (CDD); IPR036477 (SUPERFAMILY)	P:GO:0006189; P:GO:0009058; F:GO:0004644; C:GO:0005737; C:GO:0005829	P:'de novo' IMP biosynthetic process; P:biosynthetic process; F:phosphoribosylglycinamide formyltransferase activity; C:cytoplasm; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_12	20	MULTISPECIES: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	1539	0.0	99.84	6	P:GO:0006189; P:GO:0040007; F:GO:0003937; F:GO:0004643; C:GO:0005829; C:GO:0005886	P:'de novo' IMP biosynthetic process; P:growth; F:IMP cyclohydrolase activity; F:phosphoribosylaminoimidazolecarboxamide formyltransferase activity; C:cytosol; C:plasma membrane	EC:3.5.4.10; EC:2.1; EC:3.5.4; EC:2.1.2.3; EC:2; EC:3.5; EC:3; EC:2.1.2	IMP cyclohydrolase; Transferring one-carbon groups; Acting on carbon-nitrogen bonds, other than peptide bonds; phosphoribosylaminoimidazolecarboxamide formyltransferase; Transferases; Acting on carbon-nitrogen bonds, other than peptide bonds; Hydrolases; Transferring one-carbon groups	G3DSA:3.40.140.20:FF:000002 (FUNFAM); G3DSA:3.40.50.1380:FF:000001 (FUNFAM); G3DSA:3.40.140.20:FF:000001 (FUNFAM); IPR036914 (G3DSA:3.40.50.GENE3D); IPR011607 (PFAM); NF002049 (NCBIFAM); IPR024051 (G3DSA:3.40.140.GENE3D); IPR002695 (NCBIFAM); IPR024051 (G3DSA:3.40.140.GENE3D); IPR002695 (PIRSF); IPR002695 (PFAM); IPR002695 (PANTHER); IPR002695 (HAMAP); IPR011607 (PROSITE_PROFILES); cd01421 (CDD); IPR016193 (SUPERFAMILY); IPR036914 (SUPERFAMILY)	P:GO:0006164; P:GO:0006189; F:GO:0003824; F:GO:0003937; F:GO:0004643; C:GO:0005829	P:purine nucleotide biosynthetic process; P:'de novo' IMP biosynthetic process; F:catalytic activity; F:IMP cyclohydrolase activity; F:phosphoribosylaminoimidazolecarboxamide formyltransferase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_13	20	phosphoribosylamine--glycine ligase	1275	2.74E-302	99.92	5	P:GO:0006189; P:GO:0009113; F:GO:0004637; F:GO:0005524; F:GO:0046872	P:'de novo' IMP biosynthetic process; P:purine nucleobase biosynthetic process; F:phosphoribosylamine-glycine ligase activity; F:ATP binding; F:metal ion binding	EC:6.3; EC:6.3.4.13; EC:6	Forming carbon-nitrogen bonds; phosphoribosylamine--glycine ligase; Ligases	G3DSA:3.30.470.20:FF:000018 (FUNFAM); G3DSA:3.30.1490.20:FF:000006 (FUNFAM); G3DSA:3.90.600.10:FF:000001 (FUNFAM); IPR020560 (PFAM); G3DSA:3.30.470.20 (GENE3D); G3DSA:3.40.50.20 (GENE3D); IPR037123 (G3DSA:3.90.600.GENE3D); IPR000115 (NCBIFAM); IPR020561 (PFAM); IPR020562 (PFAM); IPR013815 (G3DSA:3.30.1490.GENE3D); PIRSR001594-2 (PIRSR); IPR000115 (PANTHER); IPR011761 (PROSITE_PROFILES); IPR000115 (HAMAP); IPR011054 (SUPERFAMILY); IPR016185 (SUPERFAMILY); SSF56059 (SUPERFAMILY)	P:GO:0009113; F:GO:0004637; F:GO:0005524; F:GO:0046872	P:purine nucleobase biosynthetic process; F:phosphoribosylamine-glycine ligase activity; F:ATP binding; F:metal ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_14	20	MULTISPECIES: DUF2892 domain-containing protein	258	1.16E-56	98.94	1	C:GO:0016020	C:membrane			IPR021309 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_15	20	adenine deaminase C-terminal domain-containing protein	1749	0.0	99.83	3	P:GO:0006046; F:GO:0000034; F:GO:0008448	P:N-acetylglucosamine catabolic process; F:adenine deaminase activity; F:N-acetylglucosamine-6-phosphate deacetylase activity	EC:3.5.1; EC:3.5.4; EC:3.5; EC:3; EC:3.5.1.25; EC:3.5.4.2	Acting on carbon-nitrogen bonds, other than peptide bonds; Acting on carbon-nitrogen bonds, other than peptide bonds; Acting on carbon-nitrogen bonds, other than peptide bonds; Hydrolases; N-acetylglucosamine-6-phosphate deacetylase; adenine deaminase	IPR026912 (PFAM); IPR006680 (PFAM); IPR011059 (G3DSA:2.30.40.GENE3D); G3DSA:3.20.20.140 (GENE3D); PIRSR001238-3 (PIRSR); PIRSR039004-1 (PIRSR); PTHR11113 (PANTHER); IPR011059 (SUPERFAMILY); IPR032466 (SUPERFAMILY)	F:GO:0000034; F:GO:0016787; F:GO:0016810	F:adenine deaminase activity; F:hydrolase activity; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_16	20	MULTISPECIES: YerC/YecD family TrpR-related protein	306	5.24E-65	98.65	3	P:GO:0006355; F:GO:0003700; F:GO:0043565	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding			IPR013368 (PIRSF); IPR000831 (PFAM); IPR013368 (NCBIFAM); IPR038116 (G3DSA:1.10.1270.GENE3D); IPR013368 (PANTHER); IPR010921 (SUPERFAMILY)	P:GO:0006355; F:GO:0003700; F:GO:0043565	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_17	20	glycyl-tRNA synthetase	1383	0.0	99.92	9	P:GO:0006426; P:GO:0019752; P:GO:0043043; F:GO:0000287; F:GO:0004820; F:GO:0005524; F:GO:0016594; F:GO:0042803; C:GO:0009345	P:glycyl-tRNA aminoacylation; P:carboxylic acid metabolic process; P:peptide biosynthetic process; F:magnesium ion binding; F:glycine-tRNA ligase activity; F:ATP binding; F:glycine binding; F:protein homodimerization activity; C:glycine-tRNA ligase complex	EC:6.1; EC:6.1.1.14; EC:6.1.1; EC:6	Forming carbon-oxygen bonds; glycine--tRNA ligase; Forming carbon-oxygen bonds; Ligases	PR01043 (PRINTS); G3DSA:3.40.50.800:FF:000002 (FUNFAM); IPR002315 (NCBIFAM); IPR002314 (PFAM); IPR036621 (G3DSA:3.40.50.GENE3D); IPR004154 (PFAM); NF003211 (NCBIFAM); IPR045864 (G3DSA:3.30.930.GENE3D); IPR027031 (PANTHER); IPR006195 (PROSITE_PROFILES); IPR022961 (HAMAP); IPR033731 (CDD); cd00858 (CDD); IPR045864 (SUPERFAMILY); SSF52954 (SUPERFAMILY)	P:GO:0006418; P:GO:0006426; F:GO:0000166; F:GO:0004812; F:GO:0004820; F:GO:0005524; C:GO:0005737	P:tRNA aminoacylation for protein translation; P:glycyl-tRNA aminoacylation; F:nucleotide binding; F:aminoacyl-tRNA ligase activity; F:glycine-tRNA ligase activity; F:ATP binding; C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_18	20	MULTISPECIES: heptaprenylglyceryl phosphate synthase	699	4.32E-166	99.68	3	P:GO:0046474; F:GO:0000287; F:GO:0004659	P:glycerophospholipid biosynthetic process; F:magnesium ion binding; F:prenyltransferase activity	EC:2.5.1; EC:2	Transferring alkyl or aryl groups, other than methyl groups; Transferases	G3DSA:3.20.20.390:FF:000001 (FUNFAM); NF003199 (NCBIFAM); IPR038597 (G3DSA:3.20.20.GENE3D); IPR008205 (PFAM); IPR008205 (NCBIFAM); NF003197 (NCBIFAM); IPR039074 (PANTHER); IPR008205 (HAMAP); IPR008205 (CDD); SSF51395 (SUPERFAMILY)	P:GO:0046474; F:GO:0002094; F:GO:0016765	P:glycerophospholipid biosynthetic process; F:obsolete polyprenyltransferase activity; F:transferase activity, transferring alkyl or aryl (other than methyl) groups
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_19	20	DNA helicase PcrA	2250	0.0	99.93	8	P:GO:0000725; P:GO:0006260; F:GO:0003677; F:GO:0005524; F:GO:0016787; F:GO:0043138; C:GO:0005829; C:GO:0033202	P:recombinational repair; P:DNA replication; F:DNA binding; F:ATP binding; F:hydrolase activity; F:3'-5' DNA helicase activity; C:cytosol; C:DNA helicase complex	EC:3.6.4.12; EC:3; EC:5.6; EC:5; EC:5.6.2; EC:5.6.2.4	DNA helicase; Hydrolases; Isomerases altering macromolecular conformation; Isomerases; Isomerases altering macromolecular conformation; DNA 3'-5' helicase	G3DSA:1.10.10.160:FF:000001 (FUNFAM); G3DSA:1.10.486.10:FF:000003 (FUNFAM); IPR014016 (PFAM); IPR014017 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); G3DSA:1.10.486.10 (GENE3D); PF21196 (PFAM); IPR013986 (G3DSA:1.10.10.GENE3D); IPR005751 (NCBIFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR000212 (PANTHER); IPR014017 (PROSITE_PROFILES); IPR014016 (PROSITE_PROFILES); cd17932 (CDD); cd18807 (CDD); IPR027417 (SUPERFAMILY)	P:GO:0000725; P:GO:0006260; F:GO:0003677; F:GO:0003678; F:GO:0005524; F:GO:0016787; F:GO:0043138; C:GO:0005737; C:GO:0005829; C:GO:0033202	P:recombinational repair; P:DNA replication; F:DNA binding; F:DNA helicase activity; F:ATP binding; F:hydrolase activity; F:3'-5' DNA helicase activity; C:cytoplasm; C:cytosol; C:DNA helicase complex
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_20	20	NAD-dependent DNA ligase LigA	2007	0.0	99.71	4	P:GO:0006260; P:GO:0006284; F:GO:0003911; C:GO:0005829	P:DNA replication; P:base-excision repair; F:DNA ligase (NAD+) activity; C:cytosol	EC:6.5.1.2; EC:6.5; EC:6	DNA ligase (NAD(+)); Forming phosphoric ester bonds; Ligases	G3DSA:6.20.10.30:FF:000002 (FUNFAM); G3DSA:3.30.470.30:FF:000001 (FUNFAM); G3DSA:3.40.50.10190:FF:000026 (FUNFAM); G3DSA:1.10.150.20:FF:000006 (FUNFAM); G3DSA:2.40.50.140:FF:000012 (FUNFAM); G3DSA:1.10.287.610:FF:000002 (FUNFAM); G3DSA:1.10.150.20:FF:000007 (FUNFAM); G3DSA:1.10.287.610 (GENE3D); PF14520 (PFAM); IPR004150 (PFAM); IPR012340 (G3DSA:2.40.50.GENE3D); G3DSA:3.30.470.30 (GENE3D); G3DSA:1.10.150.20 (GENE3D); IPR013839 (PFAM); IPR001679 (PIRSF); IPR041663 (PFAM); IPR036420 (G3DSA:3.40.50.GENE3D); G3DSA:6.20.10.30 (GENE3D); IPR004149 (PFAM); IPR001679 (NCBIFAM); IPR001357 (PFAM); NF005932 (NCBIFAM); G3DSA:1.10.150.20 (GENE3D); PTHR23389 (PANTHER); IPR001679 (HAMAP); IPR001357 (PROSITE_PROFILES); cd17748 (CDD); IPR013839 (CDD); IPR012340 (SUPERFAMILY); IPR010994 (SUPERFAMILY); IPR036420 (SUPERFAMILY); SSF56091 (SUPERFAMILY)	P:GO:0006260; P:GO:0006281; P:GO:0006288; F:GO:0003911; C:GO:0005829	P:DNA replication; P:DNA repair; P:obsolete base-excision repair, DNA ligation; F:DNA ligase (NAD+) activity; C:cytosol
true	[INTERPRO, BLASTED]	contig_1_RagTag_21	20	CamS family sex pheromone protein	1194	5.1E-282	99.65						IPR011426 (PFAM); IPR011426 (PIRSF); G3DSA:3.10.570.10 (GENE3D); PS51257 (PROSITE_PROFILES); cd13440 (CDD); cd13441 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_1_RagTag_22	20	DUF3920 family protein	486	1.28E-114	99.16						IPR025033 (PFAM); G3DSA:1.10.10.2910 (GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_23	20	MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	291	3.25E-59	97.29	7	P:GO:0006412; P:GO:0006450; P:GO:0070681; F:GO:0005524; F:GO:0016740; F:GO:0050566; F:GO:0050567	P:translation; P:regulation of translational fidelity; P:glutaminyl-tRNAGln biosynthesis via transamidation; F:ATP binding; F:transferase activity; F:asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity; F:glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	EC:6.3.5.6; EC:6.3.5.7; EC:2; EC:6.3; EC:6; EC:6.3.5	asparaginyl-tRNA synthase (glutamine-hydrolyzing); glutaminyl-tRNA synthase (glutamine-hydrolyzing); Transferases; Forming carbon-nitrogen bonds; Ligases; Forming carbon-nitrogen bonds	IPR003837 (NCBIFAM); IPR003837 (PFAM); G3DSA:1.10.20.60 (GENE3D); IPR003837 (PANTHER); IPR003837 (HAMAP); IPR036113 (SUPERFAMILY)	P:GO:0006450; P:GO:0070681	P:regulation of translational fidelity; P:glutaminyl-tRNAGln biosynthesis via transamidation
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_24	20	MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	1458	0.0	99.96	5	P:GO:0006412; F:GO:0005524; F:GO:0016740; F:GO:0050567; C:GO:0030956	P:translation; F:ATP binding; F:transferase activity; F:glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity; C:glutamyl-tRNA(Gln) amidotransferase complex	EC:6.3.5.6; EC:6.3.5.7; EC:2; EC:6.3; EC:6; EC:6.3.5	asparaginyl-tRNA synthase (glutamine-hydrolyzing); glutaminyl-tRNA synthase (glutamine-hydrolyzing); Transferases; Forming carbon-nitrogen bonds; Ligases; Forming carbon-nitrogen bonds	IPR004412 (NCBIFAM); IPR023631 (PFAM); IPR036928 (G3DSA:3.90.1300.GENE3D); IPR000120 (PANTHER); IPR004412 (HAMAP); IPR036928 (SUPERFAMILY)	P:GO:0006412; F:GO:0003824; F:GO:0050567; C:GO:0030956	P:translation; F:catalytic activity; F:glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity; C:glutamyl-tRNA(Gln) amidotransferase complex
