	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_11	20	MULTISPECIES: CoA transferase subunit B	654	1.63E-149	99.77	1	F:GO:0008410	F:CoA-transferase activity	EC:2.8.3.5; EC:2; EC:2.8.3; EC:2.8	3-oxoacid CoA-transferase; Transferases; Transferring sulfur-containing groups; Transferring sulfur-containing groups	G3DSA:3.40.1080.10:FF:000001 (FUNFAM); G3DSA:3.40.1080.10 (GENE3D); IPR004165 (PFAM); IPR012791 (NCBIFAM); PIRSR000858-1 (PIRSR); PIRSR617821-2 (PIRSR); IPR004165 (PANTHER); IPR037171 (SUPERFAMILY)	F:GO:0008410	F:CoA-transferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_12	20	MULTISPECIES: CoA transferase subunit A	699	4.15E-164	99.89	1	F:GO:0008260	F:succinyl-CoA:3-oxo-acid CoA-transferase activity	EC:2.8.3.5; EC:2; EC:2.8.3; EC:2.8	3-oxoacid CoA-transferase; Transferases; Transferring sulfur-containing groups; Transferring sulfur-containing groups	G3DSA:3.40.1080.10:FF:000005 (FUNFAM); G3DSA:3.40.1080.10 (GENE3D); IPR004165 (PFAM); IPR012792 (NCBIFAM); IPR004165 (PANTHER); IPR037171 (SUPERFAMILY)	F:GO:0008410	F:CoA-transferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_13	20	MULTISPECIES: LysR family transcriptional regulator	900	1.3E-205	99.98	3	P:GO:0006355; F:GO:0003700; C:GO:0005829	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; C:cytosol			IPR000847 (PRINTS); G3DSA:1.10.10.10:FF:000001 (FUNFAM); IPR005119 (PFAM); G3DSA:3.40.190.290 (GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); IPR000847 (PFAM); IPR050950 (PANTHER); IPR000847 (PROSITE_PROFILES); cd08440 (CDD); IPR036390 (SUPERFAMILY); SSF53850 (SUPERFAMILY)	P:GO:0006355; F:GO:0003700; C:GO:0005829	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; C:cytosol
true	[INTERPRO, BLASTED]	contig_1_RagTag_14	20	hypothetical protein	1005	1.97E-229	99.49						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_15	20	MULTISPECIES: hypothetical protein	390	9.03E-86	98.83	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_16	20	hypothetical protein	318	1.04E-66	98.71						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_17	20	glutamine synthetase	1371	0.0	99.73	3	P:GO:0006598; F:GO:0004356; F:GO:0034024	P:polyamine catabolic process; F:glutamine synthetase activity; F:glutamate-putrescine ligase activity	EC:6.3; EC:6.3.1; EC:6.3.1.2; EC:6; EC:6.3.1.11	Forming carbon-nitrogen bonds; Forming carbon-nitrogen bonds; glutamine synthetase; Ligases; glutamate--putrescine ligase	G3DSA:3.30.590.10 (GENE3D); IPR008146 (PFAM); PIRSR604809-1 (PIRSR); PIRSR604809-2 (PIRSR); PTHR43785 (PANTHER); IPR008146 (PROSITE_PROFILES); IPR036651 (SUPERFAMILY); IPR014746 (SUPERFAMILY)	P:GO:0006542; P:GO:0006598; F:GO:0003824; F:GO:0004356	P:obsolete glutamine biosynthetic process; P:polyamine catabolic process; F:catalytic activity; F:glutamine synthetase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_18	20	MULTISPECIES: GNAT family N-acetyltransferase	411	4.54E-96	99.19	1	F:GO:0016747	F:acyltransferase activity, transferring groups other than amino-acyl groups	EC:2.3; EC:2; EC:2.3.1	Acyltransferases; Transferases; Acyltransferases	IPR000182 (PFAM); G3DSA:3.40.630.30 (GENE3D); IPR053144 (PANTHER); IPR016181 (SUPERFAMILY)	F:GO:0016747	F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_19	20	trehalose-6-phosphate synthase	690	2.0E-174	99.26	2	P:GO:0005992; F:GO:0003825	P:trehalose biosynthetic process; F:alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	EC:2.4.1.15; EC:2.4; EC:2; EC:2.4.1.347; EC:2.4.1	alpha,alpha-trehalose-phosphate synthase (UDP-forming); Glycosyltransferases; Transferases; alpha,alpha-trehalose-phosphate synthase (ADP-forming); Glycosyltransferases	G3DSA:3.40.50.2000 (GENE3D); IPR001830 (PFAM); IPR001830 (PANTHER); SSF53756 (SUPERFAMILY)	P:GO:0005992; F:GO:0003824; F:GO:0003825	P:trehalose biosynthetic process; F:catalytic activity; F:alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_20	20	dimethyl sulfone monooxygenase SfnG	1095	2.17E-264	98.96	2	P:GO:0046306; F:GO:0008726	P:alkanesulfonate catabolic process; F:alkanesulfonate monooxygenase activity	EC:1.14.14.1; EC:1; EC:1.14.14; EC:1.14; EC:1.14.14.5; EC:1.14.14.35	unspecific monooxygenase; Oxidoreductases; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2; alkanesulfonate monooxygenase; dimethylsulfone monooxygenase	IPR011251 (PFAM); IPR024014 (NCBIFAM); IPR036661 (G3DSA:3.20.20.GENE3D); PIRSR000337-1 (PIRSR); IPR050172 (PANTHER); cd01094 (CDD); IPR036661 (SUPERFAMILY)	P:GO:0046306; F:GO:0008726; F:GO:0016705	P:alkanesulfonate catabolic process; F:alkanesulfonate monooxygenase activity; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_21	20	carbon starvation CstA family protein	2181	0.0	99.89	5	P:GO:0006974; P:GO:0007154; P:GO:0009267; P:GO:0071496; C:GO:0005886	P:DNA damage response; P:cell communication; P:cellular response to starvation; P:cellular response to external stimulus; C:plasma membrane			IPR003706 (PFAM); IPR051605 (PANTHER); PS51257 (PROSITE_PROFILES)	P:GO:0009267; P:GO:0031669; C:GO:0005886; C:GO:0016020	P:cellular response to starvation; P:cellular response to nutrient levels; C:plasma membrane; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_22	20	MULTISPECIES: YbdD/YjiX family protein	204	3.69E-45	99.1	1	P:GO:0006974	P:DNA damage response			IPR007423 (PFAM); IPR007423 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_23	20	GTPase	969	1.1E-229	99.56	5	P:GO:0006974; F:GO:0003924; F:GO:0042802; F:GO:0046914; C:GO:0005829	P:DNA damage response; F:GTPase activity; F:identical protein binding; F:transition metal ion binding; C:cytosol	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	G3DSA:3.40.50.300:FF:000778 (FUNFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR011629 (PFAM); NF008578 (NCBIFAM); IPR003495 (PFAM); IPR036627 (G3DSA:3.30.1220.GENE3D); IPR051316 (PANTHER); cd03112 (CDD); IPR027417 (SUPERFAMILY); SSF90002 (SUPERFAMILY)	C:GO:0005737	C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_24	20	hypothetical protein	423	7.38E-79	99.11	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_25	20	MULTISPECIES: LacI family DNA-binding transcriptional regulator	1023	2.81E-232	99.84	5	P:GO:0010629; P:GO:0045892; F:GO:0000976; F:GO:0003700; F:GO:1901363	P:negative regulation of gene expression; P:negative regulation of DNA-templated transcription; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:heterocyclic compound binding			IPR010982 (G3DSA:1.10.260.GENE3D); IPR046335 (PFAM); G3DSA:3.40.50.2300 (GENE3D); IPR000843 (PFAM); G3DSA:3.40.50.2300 (GENE3D); PTHR30146 (PANTHER); IPR000843 (PROSITE_PROFILES); cd06270 (CDD); IPR000843 (CDD); IPR010982 (SUPERFAMILY); IPR028082 (SUPERFAMILY)	P:GO:0006355; F:GO:0000976; F:GO:0003677; F:GO:0003700	P:regulation of DNA-templated transcription; F:transcription cis-regulatory region binding; F:DNA binding; F:DNA-binding transcription factor activity
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_26	20	PTS cellobiose/arbutin/salicin transporter subunit IIBC	1443	0.0	99.69	5	P:GO:0009401; P:GO:0015771; F:GO:0008982; F:GO:0090589; C:GO:0005886	P:phosphoenolpyruvate-dependent sugar phosphotransferase system; P:trehalose transport; F:protein-N(PI)-phosphohistidine-carbohydrate phosphotransferase activity; F:protein-phosphocysteine-trehalose phosphotransferase system transporter activity; C:plasma membrane	EC:2.7.1; EC:2.7; EC:2	Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Transferases	G3DSA:3.30.1360.60:FF:000001 (FUNFAM); NF007311 (NCBIFAM); IPR018113 (PFAM); IPR003352 (PFAM); IPR036878 (G3DSA:3.30.1360.GENE3D); IPR050558 (PANTHER); IPR001996 (PROSITE_PROFILES); IPR013013 (PROSITE_PROFILES); IPR018113 (CDD); IPR036878 (SUPERFAMILY)	P:GO:0009401; P:GO:0015771; F:GO:0008982; F:GO:0090563; F:GO:0090589; C:GO:0005886; C:GO:0016020	P:phosphoenolpyruvate-dependent sugar phosphotransferase system; P:trehalose transport; F:protein-N(PI)-phosphohistidine-carbohydrate phosphotransferase activity; F:protein-phosphocysteine-sugar phosphotransferase activity; F:protein-phosphocysteine-trehalose phosphotransferase system transporter activity; C:plasma membrane; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_27	20	6-phospho-beta-glucosidase	1431	0.0	99.59	4	P:GO:1901135; P:GO:2000892; F:GO:0008422; C:GO:0005829	P:carbohydrate derivative metabolic process; P:cellobiose catabolic process; F:beta-glucosidase activity; C:cytosol	EC:3.2; EC:3.2.1.86; EC:3.2.1.21; EC:3; EC:3.2.1	Glycosylases; 6-phospho-beta-glucosidase; beta-glucosidase; Hydrolases; Glycosylases	IPR001360 (PRINTS); G3DSA:3.20.20.80:FF:000004 (FUNFAM); G3DSA:3.20.20.80 (GENE3D); IPR001360 (PFAM); NF007158 (NCBIFAM); NF007356 (NCBIFAM); PIRSR617736-1 (PIRSR); PIRSR617736-2 (PIRSR); IPR001360 (PANTHER); IPR017853 (SUPERFAMILY)	P:GO:0005975; P:GO:0016052; F:GO:0004553; F:GO:0008422; C:GO:0005829	P:carbohydrate metabolic process; P:carbohydrate catabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:beta-glucosidase activity; C:cytosol
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_28	20	DNA cytosine methyltransferase	1575	0.0	97.97	1	F:GO:0008168	F:methyltransferase activity	EC:2.1; EC:2.1.1.37; EC:2; EC:2.1.1	Transferring one-carbon groups; DNA (cytosine-5-)-methyltransferase; Transferases; Transferring one-carbon groups	IPR001525 (PRINTS); G3DSA:3.90.120.10 (GENE3D); IPR001525 (PFAM); IPR001525 (NCBIFAM); IPR029063 (G3DSA:3.40.50.GENE3D); PIRSR037404-1 (PIRSR); IPR050390 (PANTHER); IPR001525 (PROSITE_PROFILES); IPR029063 (SUPERFAMILY)	F:GO:0008168	F:methyltransferase activity
true	[INTERPRO, BLASTED]	contig_1_RagTag_29	20	DUF6339 family protein	789	5.43E-144	72.38						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_30	20	hypothetical protein	909	3.46E-191	75.71						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_31	20	hypothetical protein	1815	0.0	75.82						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_32	20	PD-(D/E)XK motif protein	1014	1.95E-210	79.0						IPR025534 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_33	20	Z1 domain-containing protein	2646	0.0	82.13	1	F:GO:0004519	F:endonuclease activity			IPR018310 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_34	20	MULTISPECIES: molybdate ABC transporter substrate-binding protein	669	7.54E-152	99.59	9	P:GO:0015689; P:GO:0098656; F:GO:0008509; F:GO:0015412; F:GO:0016887; F:GO:0030151; F:GO:0030973; F:GO:1901359; C:GO:0030288	P:molybdate ion transport; P:monoatomic anion transmembrane transport; F:monoatomic anion transmembrane transporter activity; F:ABC-type molybdate transporter activity; F:ATP hydrolysis activity; F:molybdenum ion binding; F:molybdate ion binding; F:tungstate binding; C:outer membrane-bounded periplasmic space	EC:3.6.1; EC:3.6; EC:3; EC:7.3.2.5; EC:7; EC:7.2.2; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; ABC-type molybdate transporter; Translocases; Catalysing the translocation of inorganic cations; nucleoside-triphosphate phosphatase	G3DSA:3.40.190.10:FF:000035 (FUNFAM); G3DSA:3.40.190.10 (GENE3D); IPR005950 (PIRSF); PF13531 (PFAM); IPR005950 (NCBIFAM); NF007958 (NCBIFAM); G3DSA:3.40.190.10 (GENE3D); PIRSR004846-1 (PIRSR); IPR050682 (PANTHER); cd13536 (CDD); SSF53850 (SUPERFAMILY)	P:GO:0015689; F:GO:0030973; C:GO:0030288	P:molybdate ion transport; F:molybdate ion binding; C:outer membrane-bounded periplasmic space
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_35	20	MULTISPECIES: molybdate ABC transporter permease subunit	690	7.68E-154	99.21	4	P:GO:0015689; P:GO:0055085; F:GO:0015098; C:GO:0005886	P:molybdate ion transport; P:transmembrane transport; F:molybdate ion transmembrane transporter activity; C:plasma membrane			G3DSA:1.10.3720.10:FF:000018 (FUNFAM); IPR000515 (PFAM); NF006939 (NCBIFAM); IPR011867 (NCBIFAM); IPR035906 (G3DSA:1.10.3720.GENE3D); PTHR30183 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY)	P:GO:0015689; P:GO:0055085; F:GO:0015098; C:GO:0005886; C:GO:0016020	P:molybdate ion transport; P:transmembrane transport; F:molybdate ion transmembrane transporter activity; C:plasma membrane; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_36	20	MULTISPECIES: molybdenum ABC transporter ATP-binding protein ModC	1068	2.19E-248	99.89	7	P:GO:0015689; P:GO:0098656; F:GO:0005524; F:GO:0008509; F:GO:0015412; F:GO:0016887; C:GO:0005886	P:molybdate ion transport; P:monoatomic anion transmembrane transport; F:ATP binding; F:monoatomic anion transmembrane transporter activity; F:ABC-type molybdate transporter activity; F:ATP hydrolysis activity; C:plasma membrane	EC:3.6.1; EC:3.6; EC:3; EC:7.3.2.5; EC:7.2.2; EC:7; EC:3.6.1.15; EC:3.6.3.29	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; ABC-type molybdate transporter; Catalysing the translocation of inorganic cations; Translocases; nucleoside-triphosphate phosphatase; Acting on acid anhydrides	G3DSA:3.40.50.300:FF:000634 (FUNFAM); IPR011868 (NCBIFAM); IPR004606 (NCBIFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR005116 (PFAM); G3DSA:2.40.50.100 (GENE3D); NF008355 (NCBIFAM); IPR003439 (PFAM); IPR050334 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR004606 (PROSITE_PROFILES); IPR008995 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	P:GO:0015689; F:GO:0005524; F:GO:0015098; F:GO:0016887; F:GO:0140359; C:GO:0016020	P:molybdate ion transport; F:ATP binding; F:molybdate ion transmembrane transporter activity; F:ATP hydrolysis activity; F:ABC-type transporter activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_37	20	Uncharacterized phosphatase YwpJ	843	6.18E-199	99.27	6	P:GO:0016311; F:GO:0000287; F:GO:0016773; F:GO:0033883; F:GO:0050308; C:GO:0005829	P:dephosphorylation; F:magnesium ion binding; F:phosphotransferase activity, alcohol group as acceptor; F:pyridoxal phosphatase activity; F:sugar-phosphatase activity; C:cytosol	EC:2.7.1; EC:3.1; EC:2.7; EC:3.1.3.23; EC:2; EC:3; EC:3.1.3.74; EC:3.1.3	Transferring phosphorus-containing groups; Acting on ester bonds; Transferring phosphorus-containing groups; sugar-phosphatase; Transferases; Hydrolases; pyridoxal phosphatase; Acting on ester bonds	PR00119 (PRINTS); G3DSA:3.30.1240.10 (GENE3D); IPR023214 (G3DSA:3.40.50.GENE3D); NF007821 (NCBIFAM); IPR006379 (NCBIFAM); PF08282 (PFAM); IPR000150 (NCBIFAM); PIRSR605002-3 (PIRSR); PIRSR611863-3 (PIRSR); PIRSR000915-3 (PIRSR); PIRSR604469-1 (PIRSR); PIRSR611863-2 (PIRSR); SFLDG01140 (SFLD); PIRSR605002-1 (PIRSR); SFLDS00003 (SFLD); PIRSR004682-4 (PIRSR); PIRSR000915-1 (PIRSR); PIRSR006118-2 (PIRSR); PTHR10000 (PANTHER); cd07516 (CDD); IPR036412 (SUPERFAMILY)	F:GO:0000287; F:GO:0016787; F:GO:0016791; C:GO:0005829	F:magnesium ion binding; F:hydrolase activity; F:phosphatase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_38	20	6-phosphogluconolactonase	996	1.57E-213	99.41	5	P:GO:0006006; P:GO:0009051; F:GO:0005515; F:GO:0017057; C:GO:0005829	P:glucose metabolic process; P:pentose-phosphate shunt, oxidative branch; F:protein binding; F:6-phosphogluconolactonase activity; C:cytosol	EC:3.1; EC:3; EC:3.1.1.31; EC:3.1.1	Acting on ester bonds; Hydrolases; 6-phosphogluconolactonase; Acting on ester bonds	IPR019405 (PFAM); NF008258 (NCBIFAM); IPR015943 (G3DSA:2.130.10.GENE3D); IPR050282 (PANTHER); IPR022528 (HAMAP); IPR011045 (SUPERFAMILY)	P:GO:0005975; P:GO:0006098; F:GO:0005515; F:GO:0017057; C:GO:0005829	P:carbohydrate metabolic process; P:pentose-phosphate shunt; F:protein binding; F:6-phosphogluconolactonase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_39	20	MULTISPECIES: kinase inhibitor	483	1.23E-116	99.41	2	F:GO:0004860; C:GO:0005737	F:protein kinase inhibitor activity; C:cytoplasm			NF007609 (NCBIFAM); IPR005247 (NCBIFAM); IPR008914 (PFAM); IPR036610 (G3DSA:3.90.280.GENE3D); PTHR30289 (PANTHER); IPR005247 (CDD); IPR036610 (SUPERFAMILY)	no GO terms	no GO terms
