	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_17	20	UDP-forming cellulose synthase catalytic subunit	609	1.23E-132	93.76	5	P:GO:0006011; P:GO:0090540; F:GO:0016760; F:GO:0035438; C:GO:0005886	P:UDP-alpha-D-glucose metabolic process; P:bacterial cellulose biosynthetic process; F:cellulose synthase (UDP-forming) activity; F:cyclic-di-GMP binding; C:plasma membrane	EC:2.4.1.12; EC:2.4; EC:2; EC:2.4.1	cellulose synthase (UDP-forming); Glycosyltransferases; Transferases; Glycosyltransferases	IPR009875 (PFAM); G3DSA:2.40.10.220 (GENE3D); SSF141371 (SUPERFAMILY)	F:GO:0035438	F:cyclic-di-GMP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_18	20	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	2280	0.0	96.79	3	P:GO:0006011; P:GO:0030244; C:GO:0005886	P:UDP-alpha-D-glucose metabolic process; P:cellulose biosynthetic process; C:plasma membrane	EC:2.4.1.12	cellulose synthase (UDP-forming)	IPR003920 (PRINTS); G3DSA:2.60.120.260 (GENE3D); NF008323 (NCBIFAM); G3DSA:2.60.120.260 (GENE3D); IPR018513 (PFAM); NF008325 (NCBIFAM); IPR018513 (PANTHER)	P:GO:0006011; C:GO:0005886; C:GO:0016020	P:UDP-alpha-D-glucose metabolic process; C:plasma membrane; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_19	20	cellulose synthase complex periplasmic endoglucanase BcsZ	1110	1.32E-272	89.29	3	P:GO:0030245; F:GO:0008810; C:GO:0005576	P:cellulose catabolic process; F:cellulase activity; C:extracellular region	EC:3.2; EC:3; EC:3.2.1; EC:3.2.1.4	Glycosylases; Hydrolases; Glycosylases; cellulase	IPR002037 (PRINTS); IPR012341 (G3DSA:1.50.10.GENE3D); NF008305 (NCBIFAM); IPR002037 (PFAM); IPR008928 (SUPERFAMILY)	P:GO:0005975; F:GO:0004553	P:carbohydrate metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_20	20	cellulose synthase complex outer membrane protein BcsC	3522	0.0	90.95	3	P:GO:0030244; F:GO:0005515; C:GO:0019867	P:cellulose biosynthetic process; F:protein binding; C:outer membrane			IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); NF008520 (NCBIFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PF14559 (PFAM); PF13432 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR008410 (PFAM); IPR051012 (PANTHER); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY)	P:GO:0030244; F:GO:0005515; C:GO:0019867	P:cellulose biosynthetic process; F:protein binding; C:outer membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_21	20	TauD/TfdA family dioxygenase	900	8.27E-218	98.44	3	P:GO:0006790; F:GO:0000908; C:GO:0005737	P:sulfur compound metabolic process; F:taurine dioxygenase activity; C:cytoplasm	EC:1.14.11; EC:1.14.11.17; EC:1; EC:1.14	Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2; taurine dioxygenase; Oxidoreductases; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2	G3DSA:3.60.130.10:FF:000007 (FUNFAM); IPR042098 (G3DSA:3.60.130.GENE3D); IPR003819 (PFAM); IPR051323 (PANTHER); SSF51197 (SUPERFAMILY)	P:GO:0006790; F:GO:0000908; F:GO:0016491; F:GO:0016706; C:GO:0005737	P:sulfur compound metabolic process; F:taurine dioxygenase activity; F:oxidoreductase activity; F:2-oxoglutarate-dependent dioxygenase activity; C:cytoplasm
true	[INTERPRO, BLASTED]	contig_1_RagTag_22	20	ABC transporter substrate-binding protein	1020	2.17E-240	98.53						G3DSA:3.40.190.10 (GENE3D); G3DSA:3.40.190.10 (GENE3D); PF13379 (PFAM); PTHR30024 (PANTHER); SSF53850 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_23	20	ABC transporter ATP-binding protein	864	1.06E-198	97.96	2	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR050166 (PANTHER); IPR003439 (PROSITE_PROFILES); cd03293 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_24	20	MULTISPECIES: ABC transporter permease	864	4.84E-195	97.23	2	P:GO:0055085; C:GO:0005886	P:transmembrane transport; C:plasma membrane			G3DSA:1.10.3720.10:FF:000055 (FUNFAM); IPR035906 (G3DSA:1.10.3720.GENE3D); IPR000515 (PFAM); PTHR30151 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY)	P:GO:0055085; C:GO:0005886; C:GO:0016020	P:transmembrane transport; C:plasma membrane; C:membrane
true	[INTERPRO, BLASTED]	contig_1_RagTag_25	20	WYL domain-containing protein	558	9.35E-131	94.2						IPR026881 (PFAM); IPR051534 (PANTHER); IPR036390 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_26	20	tetratricopeptide repeat protein	813	1.45E-192	91.69	1	F:GO:0005515	F:protein binding			IPR006597 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR050767 (PANTHER); SSF81901 (SUPERFAMILY); SSF81901 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_27	20	MarR family transcriptional regulator	453	1.41E-99	94.29	3	P:GO:0006355; P:GO:0006950; F:GO:0003700	P:regulation of DNA-templated transcription; P:response to stress; F:DNA-binding transcription factor activity			IPR000835 (PRINTS); IPR036388 (G3DSA:1.10.10.GENE3D); IPR000835 (PFAM); IPR039422 (PANTHER); IPR000835 (PROSITE_PROFILES); IPR036390 (SUPERFAMILY)	P:GO:0006355; P:GO:0006950; F:GO:0003700	P:regulation of DNA-templated transcription; P:response to stress; F:DNA-binding transcription factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_28	20	FUSC family protein	2088	0.0	96.48	3	P:GO:0055085; F:GO:0022857; C:GO:0005886	P:transmembrane transport; F:transmembrane transporter activity; C:plasma membrane			IPR006726 (PFAM); PTHR30509 (PANTHER)	P:GO:0055085; F:GO:0022857; C:GO:0005886	P:transmembrane transport; F:transmembrane transporter activity; C:plasma membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_29	20	MULTISPECIES: DUF1656 domain-containing protein	213	2.03E-39	98.12	1	C:GO:0016020	C:membrane			IPR012451 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_30	20	MULTISPECIES: HlyD family secretion protein	876	1.62E-195	99.0	3	P:GO:0055085; F:GO:0022857; C:GO:0005886	P:transmembrane transport; F:transmembrane transporter activity; C:plasma membrane			PF13437 (PFAM); G3DSA:2.40.30.170 (GENE3D); IPR006143 (NCBIFAM); IPR039562 (PFAM); G3DSA:2.40.50.100 (GENE3D); IPR050393 (PANTHER); SSF111369 (SUPERFAMILY)	P:GO:0055085; F:GO:0022857; C:GO:0016020	P:transmembrane transport; F:transmembrane transporter activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_31	20	efflux transporter outer membrane subunit	1422	0.0	97.32	3	P:GO:0055085; F:GO:0015562; C:GO:0009279	P:transmembrane transport; F:efflux transmembrane transporter activity; C:cell outer membrane			G3DSA:2.20.200.10 (GENE3D); G3DSA:1.20.1600.10 (GENE3D); IPR010131 (NCBIFAM); IPR003423 (PFAM); IPR050737 (PANTHER); PS51257 (PROSITE_PROFILES); SSF56954 (SUPERFAMILY)	P:GO:0055085; F:GO:0015562; F:GO:0022857; C:GO:0016020	P:transmembrane transport; F:efflux transmembrane transporter activity; F:transmembrane transporter activity; C:membrane
true	[INTERPRO, BLASTED]	contig_1_RagTag_32	20	penicillin-binding protein activator LpoB	744	1.87E-163	90.39						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_33	20	MULTISPECIES: penicillin-binding protein activator LpoB	588	3.19E-127	98.72	3	P:GO:0009252; F:GO:0030234; C:GO:0031241	P:peptidoglycan biosynthetic process; F:enzyme regulator activity; C:periplasmic side of cell outer membrane			G3DSA:3.40.50.10610 (GENE3D); IPR014094 (PFAM); IPR014094 (NCBIFAM); IPR014094 (PANTHER); PS51257 (PROSITE_PROFILES)	P:GO:0009252; F:GO:0030234; C:GO:0031241	P:peptidoglycan biosynthetic process; F:enzyme regulator activity; C:periplasmic side of cell outer membrane
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_34	20	YcfL family protein	366	4.43E-80	88.78	1	P:GO:0006974	P:DNA damage response			IPR010824 (PFAM); IPR038483 (G3DSA:2.60.40.GENE3D); PS51257 (PROSITE_PROFILES); IPR010824 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_35	20	hypothetical protein	1392	0.0	91.16	1	F:GO:0005515	F:protein binding			IPR011990 (G3DSA:1.25.40.GENE3D); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_36	20	cytochrome c/FTR1 family iron permease	1899	0.0	96.76	6	P:GO:0034755; F:GO:0009055; F:GO:0015093; F:GO:0020037; F:GO:0046872; C:GO:0033573	P:iron ion transmembrane transport; F:electron transfer activity; F:ferrous iron transmembrane transporter activity; F:heme binding; F:metal ion binding; C:high-affinity iron permease complex			IPR036909 (G3DSA:1.10.760.GENE3D); IPR009056 (PFAM); IPR004923 (PFAM); PIRSR000025-2 (PIRSR); PIRSR617512-3 (PIRSR); PIRSR000006-2 (PIRSR); PIRSR000008-2 (PIRSR); PIRSR000005-2 (PIRSR); PIRSR000025-1 (PIRSR); PIRSR000008-1 (PIRSR); PIRSR617512-2 (PIRSR); PIRSR000005-1 (PIRSR); IPR004923 (PANTHER); IPR009056 (PROSITE_PROFILES); IPR036909 (SUPERFAMILY)	P:GO:0034755; F:GO:0005381; F:GO:0009055; F:GO:0015093; F:GO:0020037; C:GO:0005886; C:GO:0016020; C:GO:0033573	P:iron ion transmembrane transport; F:iron ion transmembrane transporter activity; F:electron transfer activity; F:ferrous iron transmembrane transporter activity; F:heme binding; C:plasma membrane; C:membrane; C:high-affinity iron permease complex
true	[INTERPRO, BLASTED]	contig_1_RagTag_37	20	YaiI/YqxD family protein	453	5.98E-101	97.26						NF001095 (NCBIFAM); IPR003791 (PFAM); IPR003791 (PANTHER); IPR003791 (HAMAP); cd18720 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_38	20	isoprenoid biosynthesis glyoxalase ElbB	669	6.37E-154	97.78	5	P:GO:0008299; P:GO:0019747; P:GO:0045834; F:GO:0016829; C:GO:0005829	P:isoprenoid biosynthetic process; P:regulation of isoprenoid metabolic process; P:positive regulation of lipid metabolic process; F:lyase activity; C:cytosol	EC:4	Lyases	NF008747 (NCBIFAM); IPR029062 (G3DSA:3.40.50.GENE3D); IPR026041 (PIRSF); PTHR10224 (PANTHER); cd03133 (CDD); IPR029062 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_39	20	sterol desaturase family protein	1296	1.59E-261	90.01	5	P:GO:0008610; F:GO:0005506; F:GO:0050479; C:GO:0005783; C:GO:0016020	P:lipid biosynthetic process; F:iron ion binding; F:glyceryl-ether monooxygenase activity; C:endoplasmic reticulum; C:membrane	EC:1.14.16; EC:1.14.16.5; EC:1; EC:1.14	Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2; alkylglycerol monooxygenase; Oxidoreductases; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2	IPR006694 (PFAM); IPR051689 (PANTHER)	P:GO:0006643; P:GO:0008610; F:GO:0005506; F:GO:0016491; F:GO:0050479; C:GO:0005783	P:obsolete membrane lipid metabolic process; P:lipid biosynthetic process; F:iron ion binding; F:oxidoreductase activity; F:glyceryl-ether monooxygenase activity; C:endoplasmic reticulum
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_40	20	Inner membrane protein YohD	699	6.62E-146	93.21	1	C:GO:0005886	C:plasma membrane			IPR032816 (PFAM); IPR051311 (PANTHER)	C:GO:0005886	C:plasma membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_41	20	porphobilinogen synthase	1011	1.51E-234	98.96	4	P:GO:0006782; F:GO:0004655; F:GO:0008270; C:GO:0005829	P:protoporphyrinogen IX biosynthetic process; F:porphobilinogen synthase activity; F:zinc ion binding; C:cytosol	EC:4.2.1; EC:4.2; EC:4; EC:4.2.1.24	Carbon-oxygen lyases; Carbon-oxygen lyases; Lyases; porphobilinogen synthase	IPR001731 (PRINTS); G3DSA:3.20.20.70:FF:000019 (FUNFAM); IPR001731 (PIRSF); IPR013785 (G3DSA:3.20.20.GENE3D); IPR001731 (PFAM); NF006762 (NCBIFAM); PIRSR001415-5 (PIRSR); PIRSR001415-1 (PIRSR); IPR001731 (PANTHER); cd04823 (CDD); SSF51569 (SUPERFAMILY)	P:GO:0006783; P:GO:0033014; F:GO:0004655; F:GO:0008270; F:GO:0046872; C:GO:0005829	P:heme biosynthetic process; P:tetrapyrrole biosynthetic process; F:porphobilinogen synthase activity; F:zinc ion binding; F:metal ion binding; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_42	20	polyphosphate kinase 1	2256	0.0	96.82	5	P:GO:0006799; F:GO:0005524; F:GO:0008976; F:GO:0046872; C:GO:0009358	P:polyphosphate biosynthetic process; F:ATP binding; F:polyphosphate kinase activity; F:metal ion binding; C:polyphosphate kinase complex	EC:2.7.4.1; EC:2.7; EC:2; EC:2.7.4	ATP-polyphosphate phosphotransferase; Transferring phosphorus-containing groups; Transferases; Transferring phosphorus-containing groups	IPR003414 (PIRSF); G3DSA:1.20.58.310 (GENE3D); IPR003414 (NCBIFAM); G3DSA:3.30.870.10 (GENE3D); NF003921 (NCBIFAM); NF003918 (NCBIFAM); IPR041108 (PFAM); IPR024953 (PFAM); IPR025198 (PFAM); G3DSA:3.30.870.10 (GENE3D); IPR025200 (PFAM); NF003917 (NCBIFAM); IPR036830 (G3DSA:3.30.1840.GENE3D); IPR003414 (PANTHER); IPR003414 (HAMAP); cd09168 (CDD); cd09165 (CDD); SSF143724 (SUPERFAMILY); IPR036832 (SUPERFAMILY); SSF56024 (SUPERFAMILY); SSF56024 (SUPERFAMILY)	P:GO:0006799; F:GO:0008976; C:GO:0009358	P:polyphosphate biosynthetic process; F:polyphosphate kinase activity; C:polyphosphate kinase complex
