	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_11	20	MULTISPECIES: DUF2157 domain-containing protein	1041	1.52E-239	98.68	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_12	20	MULTISPECIES: OsmC family protein	423	3.99E-92	99.86						IPR015946 (G3DSA:3.30.300.GENE3D); NF008009 (NCBIFAM); IPR003718 (PFAM); G3DSA:2.20.25.10 (GENE3D); PTHR34352 (PANTHER); IPR036102 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_13	20	MULTISPECIES: cAMP-activated global transcriptional regulator CRP	645	2.23E-150	99.88	13	P:GO:0007154; P:GO:0010628; P:GO:0010629; P:GO:0045013; P:GO:0045893; P:GO:0071496; F:GO:0000976; F:GO:0001216; F:GO:0035438; F:GO:0042802; F:GO:0046983; C:GO:0005829; C:GO:0032993	P:cell communication; P:positive regulation of gene expression; P:negative regulation of gene expression; P:carbon catabolite repression of transcription; P:positive regulation of DNA-templated transcription; P:cellular response to external stimulus; F:transcription cis-regulatory region binding; F:DNA-binding transcription activator activity; F:cyclic-di-GMP binding; F:identical protein binding; F:protein dimerization activity; C:cytosol; C:protein-DNA complex			IPR012318 (PRINTS); G3DSA:2.60.120.10:FF:000001 (FUNFAM); G3DSA:1.10.10.10:FF:000006 (FUNFAM); IPR036388 (G3DSA:1.10.10.GENE3D); NF008732 (NCBIFAM); IPR014710 (G3DSA:2.60.120.GENE3D); IPR012318 (PFAM); IPR000595 (PFAM); PIRSR000548-1 (PIRSR); IPR050397 (PANTHER); IPR012318 (PROSITE_PROFILES); IPR000595 (PROSITE_PROFILES); IPR000595 (CDD); cd00092 (CDD); IPR018490 (SUPERFAMILY); IPR036390 (SUPERFAMILY)	P:GO:0006355; F:GO:0003677; F:GO:0003700; C:GO:0005829	P:regulation of DNA-templated transcription; F:DNA binding; F:DNA-binding transcription factor activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_14	20	MULTISPECIES: lipoate--protein ligase family protein	705	1.99E-172	99.36	4	P:GO:0009107; P:GO:0009249; F:GO:0016747; F:GO:0016874	P:lipoate biosynthetic process; P:protein lipoylation; F:acyltransferase activity, transferring groups other than amino-acyl groups; F:ligase activity	EC:2.3; EC:2; EC:6; EC:2.3.1.200; EC:2.3.1.204; EC:2.3.1	Acyltransferases; Transferases; Ligases; lipoyl amidotransferase; octanoyl-[GcvH]:protein N-octanoyltransferase; Acyltransferases	IPR004143 (PFAM); IPR045864 (G3DSA:3.30.930.GENE3D); IPR050664 (PANTHER); IPR004143 (PROSITE_PROFILES); IPR045864 (SUPERFAMILY)	P:GO:0036211	P:protein modification process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_15	20	MULTISPECIES: indole-3-glycerol phosphate synthase TrpC	834	1.48E-184	99.3	3	P:GO:0000162; F:GO:0004425; F:GO:0004640	P:L-tryptophan biosynthetic process; F:indole-3-glycerol-phosphate synthase activity; F:phosphoribosylanthranilate isomerase activity	EC:4.1.1; EC:4.1.1.48; EC:4.1; EC:5.3; EC:4; EC:5; EC:5.3.1; EC:5.3.1.24	Carbon-carbon lyases; indole-3-glycerol-phosphate synthase; Carbon-carbon lyases; Intramolecular oxidoreductases; Lyases; Isomerases; Intramolecular oxidoreductases; phosphoribosylanthranilate isomerase	G3DSA:3.20.20.70:FF:000024 (FUNFAM); IPR013785 (G3DSA:3.20.20.GENE3D); NF001370 (NCBIFAM); IPR013798 (PFAM); NF001373 (NCBIFAM); NF001377 (NCBIFAM); IPR045186 (PANTHER); IPR013798 (HAMAP); IPR013798 (CDD); IPR011060 (SUPERFAMILY)	P:GO:0000162; F:GO:0004425; F:GO:0004640	P:L-tryptophan biosynthetic process; F:indole-3-glycerol-phosphate synthase activity; F:phosphoribosylanthranilate isomerase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_16	20	MULTISPECIES: anthranilate phosphoribosyltransferase	1050	5.75E-241	99.7	4	P:GO:0000162; F:GO:0000287; F:GO:0004048; C:GO:0005829	P:L-tryptophan biosynthetic process; F:magnesium ion binding; F:anthranilate phosphoribosyltransferase activity; C:cytosol	EC:2.4.2; EC:4.1.3.27; EC:2.4; EC:2; EC:2.4.2.18	Glycosyltransferases; anthranilate synthase; Glycosyltransferases; Transferases; anthranilate phosphoribosyltransferase	G3DSA:3.40.1030.10:FF:000002 (FUNFAM); G3DSA:1.20.970.10:FF:000006 (FUNFAM); IPR005940 (NCBIFAM); IPR000312 (PFAM); G3DSA:1.20.970.10 (GENE3D); IPR017459 (PFAM); IPR035902 (G3DSA:3.40.1030.GENE3D); IPR005940 (PANTHER); IPR005940 (HAMAP); IPR036320 (SUPERFAMILY); IPR035902 (SUPERFAMILY)	P:GO:0000162; F:GO:0004048; F:GO:0016757; C:GO:0005829	P:L-tryptophan biosynthetic process; F:anthranilate phosphoribosyltransferase activity; F:glycosyltransferase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_17	20	MULTISPECIES: aminodeoxychorismate/anthranilate synthase component II	594	1.66E-139	99.57	6	P:GO:0000162; P:GO:0006541; P:GO:0046654; F:GO:0004049; F:GO:0046820; C:GO:0005829	P:L-tryptophan biosynthetic process; P:glutamine metabolic process; P:tetrahydrofolate biosynthetic process; F:anthranilate synthase activity; F:4-amino-4-deoxychorismate synthase activity; C:cytosol	EC:2.6.1; EC:4.1; EC:4.1.3.27; EC:2.6.1.85; EC:2; EC:2.6; EC:4; EC:4.1.3	Transferring nitrogenous groups; Carbon-carbon lyases; anthranilate synthase; aminodeoxychorismate synthase; Transferases; Transferring nitrogenous groups; Lyases; Carbon-carbon lyases	PR00097 (PRINTS); PR00099 (PRINTS); PR00096 (PRINTS); G3DSA:3.40.50.880:FF:000003 (FUNFAM); IPR017926 (PFAM); IPR006221 (NCBIFAM); NF006462 (NCBIFAM); IPR029062 (G3DSA:3.40.50.GENE3D); IPR050472 (PANTHER); PS51273 (PROSITE_PROFILES); IPR006221 (CDD); IPR029062 (SUPERFAMILY)	P:GO:0000162; P:GO:0046654; F:GO:0004049; F:GO:0046820; C:GO:0005829	P:L-tryptophan biosynthetic process; P:tetrahydrofolate biosynthetic process; F:anthranilate synthase activity; F:4-amino-4-deoxychorismate synthase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_18	20	autotransporter domain-containing protein	1890	0.0	99.32	5	P:GO:0006629; F:GO:0016298; F:GO:0047617; F:GO:0052689; C:GO:0019867	P:lipid metabolic process; F:lipase activity; F:fatty acyl-CoA hydrolase activity; F:carboxylic ester hydrolase activity; C:outer membrane	EC:3.1; EC:3; EC:3.1.2.20; EC:3.1.1; EC:3.1.2	Acting on ester bonds; Hydrolases; acyl-CoA hydrolase; Acting on ester bonds; Acting on ester bonds	G3DSA:2.40.128.130:FF:000004 (FUNFAM); IPR005546 (PFAM); IPR006315 (NCBIFAM); IPR036514 (G3DSA:3.40.50.GENE3D); IPR001087 (PFAM); IPR048099 (NCBIFAM); IPR017186 (PIRSF); IPR036709 (G3DSA:2.40.128.GENE3D); PIRSR037375-1 (PIRSR); IPR050592 (PANTHER); IPR005546 (PROSITE_PROFILES); cd01847 (CDD); SSF52266 (SUPERFAMILY); IPR036709 (SUPERFAMILY)	F:GO:0016788; C:GO:0019867	F:hydrolase activity, acting on ester bonds; C:outer membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_19	20	anthranilate synthase component I	1482	0.0	99.36	3	P:GO:0000162; F:GO:0004049; F:GO:0046872	P:L-tryptophan biosynthetic process; F:anthranilate synthase activity; F:metal ion binding	EC:4.1; EC:4.1.3.27; EC:4; EC:4.1.3	Carbon-carbon lyases; anthranilate synthase; Lyases; Carbon-carbon lyases	IPR019999 (PRINTS); IPR006805 (PFAM); IPR005801 (G3DSA:3.60.120.GENE3D); IPR015890 (PFAM); IPR005256 (NCBIFAM); PIRSR001373-2 (PIRSR); PIRSR001373-1 (PIRSR); PIRSR001373-3 (PIRSR); IPR019999 (PANTHER); IPR005801 (SUPERFAMILY)	P:GO:0000162; P:GO:0009058; F:GO:0004049	P:L-tryptophan biosynthetic process; P:biosynthetic process; F:anthranilate synthase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_20	20	MULTISPECIES: phosphoglycolate phosphatase	819	4.34E-195	99.71	8	P:GO:0005975; P:GO:0006281; P:GO:0016311; P:GO:0046295; F:GO:0000287; F:GO:0008967; F:GO:0031404; C:GO:0005829	P:carbohydrate metabolic process; P:DNA repair; P:dephosphorylation; P:glycolate biosynthetic process; F:magnesium ion binding; F:phosphoglycolate phosphatase activity; F:chloride ion binding; C:cytosol	EC:3.1.3.18; EC:3.1; EC:3; EC:3.1.3.105; EC:3.1.3	phosphoglycolate phosphatase; Acting on ester bonds; Hydrolases; N-acetyl-D-muramate 6-phosphate phosphatase; Acting on ester bonds	IPR006439 (PRINTS); G3DSA:3.40.50.1000:FF:000022 (FUNFAM); IPR023198 (G3DSA:1.10.150.GENE3D); IPR006439 (NCBIFAM); NF009698 (NCBIFAM); NF009695 (NCBIFAM); IPR023214 (G3DSA:3.40.50.GENE3D); IPR006439 (NCBIFAM); IPR006549 (NCBIFAM); IPR041492 (PFAM); IPR037512 (NCBIFAM); PIRSR000915-2 (PIRSR); PIRSR004682-4 (PIRSR); PIRSR006118-2 (PIRSR); PIRSR000915-3 (PIRSR); PIRSR000915-1 (PIRSR); PIRSR610972-1 (PIRSR); PIRSR610972-4 (PIRSR); PIRSR610972-2 (PIRSR); PIRSR610972-3 (PIRSR); SFLDG01129 (SFLD); SFLDG01135 (SFLD); PIRSR604469-1 (PIRSR); IPR050155 (PANTHER); IPR037512 (HAMAP); cd16417 (CDD); IPR036412 (SUPERFAMILY)	P:GO:0005975; P:GO:0006281; P:GO:0016311; F:GO:0008967; C:GO:0005829	P:carbohydrate metabolic process; P:DNA repair; P:dephosphorylation; F:phosphoglycolate phosphatase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_21	20	MULTISPECIES: ribulose-phosphate 3-epimerase	675	9.42E-157	99.73	4	P:GO:0006098; P:GO:0019323; F:GO:0004750; F:GO:0046872	P:pentose-phosphate shunt; P:pentose catabolic process; F:D-ribulose-phosphate 3-epimerase activity; F:metal ion binding	EC:5.1; EC:5; EC:5.1.3; EC:5.1.3.1	Racemases and epimerases; Isomerases; Racemases and epimerases; ribulose-phosphate 3-epimerase	G3DSA:3.20.20.70:FF:000004 (FUNFAM); IPR000056 (PFAM); IPR026019 (PIRSF); IPR013785 (G3DSA:3.20.20.GENE3D); NF004076 (NCBIFAM); IPR026019 (NCBIFAM); PIRSR001461-3 (PIRSR); PIRSR001461-1 (PIRSR); PIRSR001461-2 (PIRSR); IPR000056 (PANTHER); IPR026019 (HAMAP); IPR000056 (CDD); IPR011060 (SUPERFAMILY)	P:GO:0005975; P:GO:0006098; F:GO:0004750; F:GO:0016857	P:carbohydrate metabolic process; P:pentose-phosphate shunt; F:D-ribulose-phosphate 3-epimerase activity; F:racemase and epimerase activity, acting on carbohydrates and derivatives
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_22	20	MULTISPECIES: ABC transporter permease	828	1.17E-180	99.87	2	P:GO:0055085; C:GO:0005886	P:transmembrane transport; C:plasma membrane			IPR035906 (G3DSA:1.10.3720.GENE3D); IPR000515 (PFAM); PTHR43357 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY)	P:GO:0055085; C:GO:0016020	P:transmembrane transport; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_23	20	MULTISPECIES: ABC transporter permease	1248	1.49E-290	99.48	2	P:GO:0055085; C:GO:0005886	P:transmembrane transport; C:plasma membrane			IPR000515 (PFAM); IPR035906 (G3DSA:1.10.3720.GENE3D); PTHR42929 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY)	P:GO:0055085; C:GO:0016020	P:transmembrane transport; C:membrane
true	[INTERPRO, BLASTED]	contig_1_RagTag_24	20	MULTISPECIES: ABC transporter substrate-binding protein	1035	2.78E-250	99.35						G3DSA:3.40.190.10 (GENE3D); G3DSA:3.40.190.10 (GENE3D); IPR006059 (PFAM); PTHR30222 (PANTHER); cd13589 (CDD); SSF53850 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_25	20	MULTISPECIES: ABC transporter ATP-binding protein	1125	5.38E-270	99.51	6	P:GO:0015847; P:GO:1902047; F:GO:0005524; F:GO:0015594; F:GO:0016887; C:GO:0043190	P:putrescine transport; P:polyamine transmembrane transport; F:ATP binding; F:ABC-type putrescine transporter activity; F:ATP hydrolysis activity; C:ATP-binding cassette (ABC) transporter complex	EC:7.6.2.11; EC:7.2.2; EC:3.6.1.15; EC:7.6.2.16; EC:3.6.1; EC:3.6; EC:3; EC:7	ABC-type polyamine transporter; Catalysing the translocation of inorganic cations; nucleoside-triphosphate phosphatase; ABC-type putrescine transporter; Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; Translocases	G3DSA:3.40.50.300:FF:000042 (FUNFAM); G3DSA:2.40.50.100 (GENE3D); IPR003439 (PFAM); IPR013611 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR005893 (NCBIFAM); IPR050093 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR017879 (CDD); IPR008995 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	P:GO:0015846; P:GO:0055085; F:GO:0005524; F:GO:0015417; F:GO:0015594; F:GO:0016887; F:GO:0022857; C:GO:0016020; C:GO:0043190	P:polyamine transport; P:transmembrane transport; F:ATP binding; F:ABC-type polyamine transporter activity; F:ABC-type putrescine transporter activity; F:ATP hydrolysis activity; F:transmembrane transporter activity; C:membrane; C:ATP-binding cassette (ABC) transporter complex
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_26	20	MULTISPECIES: response regulator transcription factor	630	2.91E-137	99.81	3	P:GO:0000160; P:GO:0006355; F:GO:0003677	P:phosphorelay signal transduction system; P:regulation of DNA-templated transcription; F:DNA binding			IPR000792 (PRINTS); IPR000792 (PFAM); G3DSA:3.40.50.2300 (GENE3D); IPR001789 (PFAM); PIRSR002937-1 (PIRSR); PIRSR026389-4 (PIRSR); IPR039420 (PANTHER); IPR000792 (PROSITE_PROFILES); IPR001789 (PROSITE_PROFILES); cd17535 (CDD); IPR000792 (CDD); IPR011006 (SUPERFAMILY); IPR016032 (SUPERFAMILY)	P:GO:0000160; P:GO:0006355; F:GO:0003677	P:phosphorelay signal transduction system; P:regulation of DNA-templated transcription; F:DNA binding
