	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_11	20	MULTISPECIES: ABC-2 family transporter protein	792	1.97E-182	99.11	1	C:GO:0016020	C:membrane			IPR010390 (PFAM); PTHR36832 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_2_RagTag_12	6	hypothetical protein	126	1.01E-20	95.37						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_13	20	MULTISPECIES: ATP-binding cassette domain-containing protein	1008	1.52E-238	99.88	2	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	IPR027417 (G3DSA:3.40.50.GENE3D); IPR003439 (PFAM); IPR050763 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
true	[INTERPRO, BLASTED]	contig_2_RagTag_14	20	hypothetical protein	327	2.41E-71	98.47						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_15	20	MULTISPECIES: glutamate-1-semialdehyde 2,1-aminomutase	1290	1.01E-311	99.51	5	P:GO:0006782; F:GO:0008483; F:GO:0030170; F:GO:0042286; C:GO:0005737	P:protoporphyrinogen IX biosynthetic process; F:transaminase activity; F:pyridoxal phosphate binding; F:glutamate-1-semialdehyde 2,1-aminomutase activity; C:cytoplasm	EC:2.6.1; EC:5.4; EC:2; EC:2.6; EC:5.4.3; EC:5; EC:5.4.3.8	Transferring nitrogenous groups; Intramolecular transferases; Transferases; Transferring nitrogenous groups; Intramolecular transferases; Isomerases; glutamate-1-semialdehyde 2,1-aminomutase	G3DSA:3.40.640.10:FF:000021 (FUNFAM); IPR005814 (PFAM); IPR004639 (NCBIFAM); IPR015422 (G3DSA:3.90.1150.GENE3D); NF000818 (NCBIFAM); IPR015421 (G3DSA:3.40.640.GENE3D); NF009055 (NCBIFAM); PTHR43713 (PANTHER); IPR004639 (HAMAP); IPR005814 (CDD); IPR015424 (SUPERFAMILY)	P:GO:0033014; F:GO:0008483; F:GO:0030170; F:GO:0042286	P:tetrapyrrole biosynthetic process; F:transaminase activity; F:pyridoxal phosphate binding; F:glutamate-1-semialdehyde 2,1-aminomutase activity
true	[INTERPRO, BLASTED, ANNOTATED]	contig_2_RagTag_16	20	glutamate synthase-related protein	4473	0.0	99.71	2	P:GO:0019676; F:GO:0015930	P:ammonia assimilation cycle; F:glutamate synthase activity	EC:1.4.1.14; EC:1.4; EC:1.4.1.13; EC:1; EC:1.4.7.1	glutamate synthase (NADH); Acting on the CH-NH2 group of donors; glutamate synthase (NADPH); Oxidoreductases; glutamate synthase (ferredoxin)	IPR002932 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR006982 (PFAM); IPR036485 (G3DSA:2.160.20.GENE3D); IPR013785 (G3DSA:3.20.20.GENE3D); IPR017932 (PFAM); IPR029055 (G3DSA:3.60.20.GENE3D); IPR002489 (PFAM); PIRSR018774-1 (PIRSR); PIRSR000187-2 (PIRSR); PIRSR000130-4 (PIRSR); PIRSR000187-1 (PIRSR); PIRSR000485-1 (PIRSR); IPR050711 (PANTHER); IPR017932 (PROSITE_PROFILES); cd00504 (CDD); IPR002932 (CDD); SSF51395 (SUPERFAMILY); IPR029055 (SUPERFAMILY); IPR036485 (SUPERFAMILY)	P:GO:0006537; P:GO:0019676; F:GO:0015930; F:GO:0016491; F:GO:0016638	P:obsolete glutamate biosynthetic process; P:ammonia assimilation cycle; F:glutamate synthase activity; F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-NH2 group of donors
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_17	20	MULTISPECIES: aromatic acid exporter family protein	1092	8.08E-239	99.9	1	C:GO:0005886	C:plasma membrane			IPR010343 (PFAM); PTHR30509 (PANTHER)	C:GO:0005886	C:plasma membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_18	20	MULTISPECIES: MarR family transcriptional regulator	459	7.8E-98	99.7	3	P:GO:0006355; P:GO:0006950; F:GO:0003700	P:regulation of DNA-templated transcription; P:response to stress; F:DNA-binding transcription factor activity			IPR000835 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR039422 (PANTHER); IPR000835 (PROSITE_PROFILES); IPR036390 (SUPERFAMILY)	P:GO:0006355; P:GO:0006950; F:GO:0003700	P:regulation of DNA-templated transcription; P:response to stress; F:DNA-binding transcription factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_19	20	MULTISPECIES: HlyD family efflux transporter periplasmic adaptor subunit	639	1.19E-127	99.29	1	C:GO:0016020	C:membrane			PF13437 (PFAM); G3DSA:2.40.50.100 (GENE3D); G3DSA:2.40.30.170 (GENE3D); IPR050739 (PANTHER); IPR011053 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_20	20	MULTISPECIES: DHA2 family efflux MFS transporter permease subunit	1620	0.0	99.23	3	P:GO:0055085; F:GO:0022857; C:GO:0005886	P:transmembrane transport; F:transmembrane transporter activity; C:plasma membrane			PR01036 (PRINTS); G3DSA:1.20.1720.10 (GENE3D); IPR004638 (NCBIFAM); IPR036259 (G3DSA:1.20.1250.GENE3D); IPR011701 (PFAM); PTHR42718 (PANTHER); IPR020846 (PROSITE_PROFILES); cd17503 (CDD); IPR036259 (SUPERFAMILY)	P:GO:0055085; F:GO:0022857; C:GO:0016020	P:transmembrane transport; F:transmembrane transporter activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_21	20	MULTISPECIES: NAD(P)H-dependent oxidoreductase	531	2.51E-126	99.52	4	P:GO:0008152; F:GO:0003955; F:GO:0010181; C:GO:0016020	P:metabolic process; F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; C:membrane	EC:1.6; EC:1; EC:1.6.5; EC:1.6.5.2	Acting on NADH or NADPH; Oxidoreductases; Acting on NADH or NADPH; NAD(P)H dehydrogenase (quinone)	IPR029039 (G3DSA:3.40.50.GENE3D); IPR005025 (PFAM); PTHR30546 (PANTHER); IPR008254 (PROSITE_PROFILES); IPR029039 (SUPERFAMILY)	F:GO:0003955; F:GO:0010181; F:GO:0016491; C:GO:0016020	F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; F:oxidoreductase activity; C:membrane
true	[INTERPRO, BLASTED]	contig_2_RagTag_22	20	MULTISPECIES: hypothetical protein	348	1.52E-66	97.43						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_23	20	MULTISPECIES: DMT family transporter	918	9.15E-209	99.72	1	C:GO:0016020	C:membrane			IPR000620 (PFAM); G3DSA:1.10.3730.20 (GENE3D); PTHR22911 (PANTHER); SSF103481 (SUPERFAMILY); SSF103481 (SUPERFAMILY)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_24	20	MULTISPECIES: ABC transporter ATP-binding protein	1749	0.0	99.95	7	P:GO:0006869; P:GO:0035672; F:GO:0005524; F:GO:0015421; F:GO:0016887; F:GO:0034040; C:GO:0005886	P:lipid transport; P:oligopeptide transmembrane transport; F:ATP binding; F:ABC-type oligopeptide transporter activity; F:ATP hydrolysis activity; F:ATPase-coupled lipid transmembrane transporter activity; C:plasma membrane	EC:3.6.1; EC:3.6; EC:3; EC:7.2.2; EC:7; EC:7.4.2.6; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; Catalysing the translocation of inorganic cations; Translocases; ABC-type oligopeptide transporter; nucleoside-triphosphate phosphatase	G3DSA:3.40.50.300:FF:000218 (FUNFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR011527 (PFAM); IPR036640 (G3DSA:1.20.1560.GENE3D); IPR003439 (PFAM); IPR039421 (PANTHER); IPR011527 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); cd03251 (CDD); IPR027417 (SUPERFAMILY); IPR036640 (SUPERFAMILY)	P:GO:0055085; F:GO:0005524; F:GO:0015421; F:GO:0016887; F:GO:0140359; C:GO:0016020	P:transmembrane transport; F:ATP binding; F:ABC-type oligopeptide transporter activity; F:ATP hydrolysis activity; F:ABC-type transporter activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_25	20	MULTISPECIES: DUF402 domain-containing protein	531	6.67E-131	98.06	3	F:GO:0000287; F:GO:0017110; F:GO:0017111	F:magnesium ion binding; F:nucleoside diphosphate phosphatase activity; F:ribonucleoside triphosphate phosphatase activity	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15; EC:3.6.1.6	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase; nucleoside diphosphate phosphatase	IPR016882 (PIRSF); NF010183 (NCBIFAM); IPR035930 (G3DSA:2.40.380.GENE3D); IPR007295 (PFAM); IPR050212 (PANTHER); IPR016882 (HAMAP); IPR035930 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_2_RagTag_26	20	MULTISPECIES: YgaB family protein	255	3.02E-45	99.11						IPR025572 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_27	20	gamma-type small acid-soluble spore protein	285	1.01E-12	91.9	1	P:GO:0030435	P:sporulation resulting in formation of a cellular spore			IPR006341 (NCBIFAM); IPR006341 (PFAM)	P:GO:0030435	P:sporulation resulting in formation of a cellular spore
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_28	20	MULTISPECIES: enoyl-[acyl-carrier-protein] reductase FabL	750	5.58E-166	99.68	1	F:GO:0016491	F:oxidoreductase activity	EC:1	Oxidoreductases	IPR002347 (PRINTS); IPR002347 (PRINTS); G3DSA:3.40.50.720:FF:000084 (FUNFAM); G3DSA:3.40.50.720 (GENE3D); IPR002347 (PFAM); NF005975 (NCBIFAM); PIRSR611284-2 (PIRSR); PIRSR614007-2 (PIRSR); PIRSR000094-3 (PIRSR); PIRSR617711-2 (PIRSR); PTHR43639 (PANTHER); cd05359 (CDD); IPR036291 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_2_RagTag_29	20	MULTISPECIES: hypothetical protein	225	1.48E-45	98.65						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_30	20	A/G-specific adenine glycosylase	1119	4.41E-268	99.68	8	P:GO:0006284; P:GO:0006298; F:GO:0000701; F:GO:0032357; F:GO:0034039; F:GO:0035485; F:GO:0046872; F:GO:0051539	P:base-excision repair; P:mismatch repair; F:purine-specific mismatch base pair DNA N-glycosylase activity; F:oxidized purine DNA binding; F:8-oxo-7,8-dihydroguanine DNA N-glycosylase activity; F:adenine/guanine mispair binding; F:metal ion binding; F:4 iron, 4 sulfur cluster binding	EC:3.2; EC:3.2.2.31; EC:3; EC:3.2.2.23; EC:3.2.2	Glycosylases; adenine glycosylase; Hydrolases; DNA-formamidopyrimidine glycosylase; Glycosylases	G3DSA:1.10.1670.10:FF:000002 (FUNFAM); G3DSA:1.10.340.30:FF:000010 (FUNFAM); IPR005760 (NCBIFAM); G3DSA:3.90.79.10 (GENE3D); G3DSA:1.10.340.30 (GENE3D); IPR023170 (G3DSA:1.10.1670.GENE3D); IPR029119 (PFAM); IPR003265 (PFAM); IPR000445 (PFAM); PIRSR603561-1 (PIRSR); IPR044298 (PANTHER); IPR029119 (CDD); IPR003265 (CDD); IPR011257 (SUPERFAMILY); IPR015797 (SUPERFAMILY)	P:GO:0006281; P:GO:0006284; P:GO:0006298; F:GO:0000701; F:GO:0003677; F:GO:0003824; F:GO:0016798; F:GO:0019104; F:GO:0032357; F:GO:0034039; F:GO:0035485	P:DNA repair; P:base-excision repair; P:mismatch repair; F:purine-specific mismatch base pair DNA N-glycosylase activity; F:DNA binding; F:catalytic activity; F:hydrolase activity, acting on glycosyl bonds; F:DNA N-glycosylase activity; F:oxidized purine DNA binding; F:8-oxo-7,8-dihydroguanine DNA N-glycosylase activity; F:adenine/guanine mispair binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_31	20	metal-dependent hydrolase	978	1.24E-232	99.8	2	F:GO:0016787; C:GO:0016020	F:hydrolase activity; C:membrane	EC:3	Hydrolases	IPR007404 (PFAM); IPR053170 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_2_RagTag_32	20	MULTISPECIES: YfhJ family protein	267	1.5E-58	99.03						IPR026952 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_2_RagTag_33	20	YfhH family protein	312	2.47E-64	90.71						G3DSA:1.10.287.880 (GENE3D); IPR014938 (PFAM); G3DSA:2.30.30.340 (GENE3D); IPR036289 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_34	20	MULTISPECIES: recombination regulator RecX	798	1.39E-183	99.81	7	P:GO:0006282; P:GO:0007154; P:GO:0009432; P:GO:0043086; P:GO:0071496; F:GO:0019899; C:GO:0005737	P:regulation of DNA repair; P:cell communication; P:SOS response; P:negative regulation of catalytic activity; P:cellular response to external stimulus; F:enzyme binding; C:cytoplasm	EC:2.4.1.337	1,2-diacylglycerol 3-alpha-glucosyltransferase	IPR036388 (G3DSA:1.10.10.GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); IPR053924 (PFAM); NF010733 (NCBIFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); IPR053926 (PFAM); IPR053925 (PFAM); IPR003783 (PANTHER); IPR003783 (HAMAP)	P:GO:0006282	P:regulation of DNA repair
true	[INTERPRO, BLASTED]	contig_2_RagTag_35	20	MULTISPECIES: TIGR01777 family oxidoreductase	921	2.2E-221	99.53						G3DSA:3.40.50.720 (GENE3D); IPR010099 (NCBIFAM); IPR001509 (PFAM); IPR013549 (PFAM); PTHR11092 (PANTHER); cd05242 (CDD); IPR036291 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_2_RagTag_36	20	MULTISPECIES: YfhD family protein	183	2.16E-32	97.66						IPR025435 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	contig_2_RagTag_37	20	MULTISPECIES: fatty acid--CoA ligase	1581	0.0	99.86	2	P:GO:0006631; F:GO:0031956	P:fatty acid metabolic process; F:medium-chain fatty acid-CoA ligase activity	EC:6.2; EC:6.2.1.3; EC:6; EC:6.2.1; EC:6.2.1.2	Forming carbon-sulfur bonds; long-chain-fatty-acid--CoA ligase; Ligases; Forming carbon-sulfur bonds; medium-chain acyl-CoA ligase	G3DSA:3.30.300.30:FF:000008 (FUNFAM); IPR042099 (G3DSA:3.40.50.GENE3D); NF004837 (NCBIFAM); IPR000873 (PFAM); IPR045851 (G3DSA:3.30.300.GENE3D); IPR025110 (PFAM); PTHR43201 (PANTHER); cd17631 (CDD); SSF56801 (SUPERFAMILY)	P:GO:0006631; F:GO:0031956	P:fatty acid metabolic process; F:medium-chain fatty acid-CoA ligase activity
true	[INTERPRO, BLASTED, ANNOTATED]	contig_2_RagTag_38	20	MULTISPECIES: thiolase family protein	1152	4.81E-273	99.8	1	F:GO:0016747	F:acyltransferase activity, transferring groups other than amino-acyl groups	EC:2.3; EC:2; EC:2.3.1.16; EC:2.3.1.9; EC:2.3.1	Acyltransferases; Transferases; acetyl-CoA C-acyltransferase; acetyl-CoA C-acetyltransferase; Acyltransferases	G3DSA:3.40.47.10:FF:000010 (FUNFAM); IPR002155 (NCBIFAM); IPR002155 (PIRSF); IPR016039 (G3DSA:3.40.47.GENE3D); IPR020617 (PFAM); IPR020616 (PFAM); PIRSR000447-1 (PIRSR); PTHR43365 (PANTHER); IPR002155 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	F:GO:0016746; F:GO:0016747	F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_39	20	MULTISPECIES: acyl-CoA dehydrogenase family protein	1146	5.69E-280	99.72	2	F:GO:0003995; F:GO:0050660	F:acyl-CoA dehydrogenase activity; F:flavin adenine dinucleotide binding	EC:1.3.8.7; EC:1.3; EC:1; EC:1.3.8	medium-chain acyl-CoA dehydrogenase; Acting on the CH-CH group of donors; Oxidoreductases; Acting on the CH-CH group of donors	G3DSA:1.10.540.10:FF:000009 (FUNFAM); G3DSA:2.40.110.10:FF:000002 (FUNFAM); G3DSA:1.20.140.10:FF:000001 (FUNFAM); IPR013786 (PFAM); IPR037069 (G3DSA:1.10.540.GENE3D); IPR006091 (PFAM); IPR046373 (G3DSA:2.40.110.GENE3D); IPR009075 (PFAM); G3DSA:1.20.140.10 (GENE3D); PIRSR634183-3 (PIRSR); PIRSR634180-3 (PIRSR); PIRSR634183-1 (PIRSR); PIRSR634183-2 (PIRSR); PIRSR000168-2 (PIRSR); PTHR43884 (PANTHER); IPR036250 (SUPERFAMILY); IPR009100 (SUPERFAMILY)	F:GO:0003995; F:GO:0016627; F:GO:0050660	F:acyl-CoA dehydrogenase activity; F:oxidoreductase activity, acting on the CH-CH group of donors; F:flavin adenine dinucleotide binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_40	20	putative oxidoreductase Rv1144	804	1.81E-180	99.73	1	F:GO:0016491	F:oxidoreductase activity	EC:1	Oxidoreductases	IPR002347 (PRINTS); IPR002347 (PRINTS); G3DSA:3.40.50.720:FF:000215 (FUNFAM); IPR002347 (PFAM); G3DSA:3.40.50.720 (GENE3D); PIRSR614007-2 (PIRSR); PIRSR611284-2 (PIRSR); PIRSR614007-1 (PIRSR); PIRSR000094-2 (PIRSR); PIRSR617711-2 (PIRSR); PIRSR000095-1 (PIRSR); PIRSR000094-3 (PIRSR); PIRSR614058-1 (PIRSR); PIRSR617711-1 (PIRSR); PIRSR611284-1 (PIRSR); PTHR43658 (PANTHER); cd05371 (CDD); IPR036291 (SUPERFAMILY)	no GO terms	no GO terms
