	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_18	20	restriction endonuclease subunit S	1617	0.0	88.62	4	P:GO:0009307; P:GO:0032259; F:GO:0003677; F:GO:0008170	P:DNA restriction-modification system; P:methylation; F:DNA binding; F:N-methyltransferase activity	EC:2.1; EC:2; EC:2.1.1.72; EC:2.1.1; EC:3.1.21.3	Transferring one-carbon groups; Transferases; site-specific DNA-methyltransferase (adenine-specific); Transferring one-carbon groups; type I site-specific deoxyribonuclease	IPR003356 (PFAM); IPR044946 (G3DSA:3.90.220.GENE3D); IPR000055 (PFAM); IPR029063 (G3DSA:3.40.50.GENE3D); IPR052021 (PANTHER); SSF116734 (SUPERFAMILY); IPR029063 (SUPERFAMILY)	F:GO:0003677; F:GO:0008170	F:DNA binding; F:N-methyltransferase activity
true	[INTERPRO, BLASTED, MAPPED]	contig_11_RagTag_19	20	HNH endonuclease	987	2.62E-215	68.1	3	F:GO:0003676; F:GO:0004519; F:GO:0008270	F:nucleic acid binding; F:endonuclease activity; F:zinc ion binding			IPR003615 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	contig_11_RagTag_20	20	N-6 DNA methylase	2418	0.0	91.84	2	F:GO:0003677; F:GO:0008170	F:DNA binding; F:N-methyltransferase activity	EC:2.1; EC:2; EC:2.1.1.72; EC:2.1.1	Transferring one-carbon groups; Transferases; site-specific DNA-methyltransferase (adenine-specific); Transferring one-carbon groups	PR00507 (PRINTS); IPR029063 (G3DSA:3.40.50.GENE3D); IPR036705 (G3DSA:1.10.4080.GENE3D); IPR038333 (G3DSA:1.20.1260.GENE3D); IPR005502 (PFAM); IPR003356 (PFAM); IPR022749 (PFAM); IPR051537 (PANTHER); IPR036705 (SUPERFAMILY); IPR029063 (SUPERFAMILY)	F:GO:0003677; F:GO:0008170	F:DNA binding; F:N-methyltransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_21	20	class I SAM-dependent DNA methyltransferase	1485	1.59E-273	86.67	5	P:GO:0009307; P:GO:0032259; F:GO:0003677; F:GO:0008170; F:GO:0009007	P:DNA restriction-modification system; P:methylation; F:DNA binding; F:N-methyltransferase activity; F:site-specific DNA-methyltransferase (adenine-specific) activity	EC:2.1; EC:2; EC:2.1.1.72; EC:2.1.1	Transferring one-carbon groups; Transferases; site-specific DNA-methyltransferase (adenine-specific); Transferring one-carbon groups	PR00507 (PRINTS); IPR029063 (G3DSA:3.40.50.GENE3D); IPR003356 (PFAM); IPR022749 (PFAM); IPR038333 (G3DSA:1.20.1260.GENE3D); IPR051537 (PANTHER); IPR029063 (SUPERFAMILY)	F:GO:0003677; F:GO:0008170	F:DNA binding; F:N-methyltransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_22	20	MULTISPECIES: restriction endonuclease subunit S	1074	1.24E-122	65.57	1	F:GO:0003677	F:DNA binding	EC:2.1.1.72; EC:3.1.21.3	site-specific DNA-methyltransferase (adenine-specific); type I site-specific deoxyribonuclease	IPR000055 (PFAM); IPR044946 (G3DSA:3.90.220.GENE3D); IPR044946 (G3DSA:3.90.220.GENE3D); IPR052021 (PANTHER); SSF116734 (SUPERFAMILY); SSF116734 (SUPERFAMILY)	F:GO:0003677	F:DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_23	20	HsdR family type I site-specific deoxyribonuclease	2910	0.0	96.57	5	P:GO:0009307; F:GO:0003677; F:GO:0004386; F:GO:0005524; F:GO:0009035	P:DNA restriction-modification system; F:DNA binding; F:helicase activity; F:ATP binding; F:type I site-specific deoxyribonuclease activity	EC:3.1.21; EC:3.1; EC:3; EC:5.6; EC:5.6.2; EC:5; EC:3.1.21.3	Acting on ester bonds; Acting on ester bonds; Hydrolases; Isomerases altering macromolecular conformation; Isomerases altering macromolecular conformation; Isomerases; type I site-specific deoxyribonuclease	IPR007409 (PFAM); IPR055180 (PFAM); IPR004473 (NCBIFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR040980 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); G3DSA:3.90.1570.50 (GENE3D); IPR051268 (PANTHER); IPR014001 (PROSITE_PROFILES); cd18800 (CDD); cd22332 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	P:GO:0006304; P:GO:0009307; F:GO:0003677; F:GO:0004519; F:GO:0005524; F:GO:0009035	P:DNA modification; P:DNA restriction-modification system; F:DNA binding; F:endonuclease activity; F:ATP binding; F:type I site-specific deoxyribonuclease activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_24	20	nucleotide-binding protein	1194	3.37E-81	65.56	1	F:GO:0050135	F:NADP+ nucleosidase activity	EC:3.2; EC:3; EC:3.2.2	Glycosylases; Hydrolases; Glycosylases	IPR019302 (PFAM); IPR014571 (PIRSF)	F:GO:0050135	F:NADP+ nucleosidase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_25	20	IS256-like element ISBame1 family transposase	1182	8.19E-286	99.85	3	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:DNA transposition; F:DNA binding; F:transposase activity			IPR001207 (PFAM); NF033543 (NCBIFAM); IPR001207 (PANTHER)	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:DNA transposition; F:DNA binding; F:transposase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_26	20	nucleotide-binding protein	930	2.11E-76	59.53	1	F:GO:0050135	F:NADP+ nucleosidase activity	EC:3.2; EC:3; EC:3.2.2	Glycosylases; Hydrolases; Glycosylases	IPR019302 (PFAM); IPR014571 (PIRSF)	F:GO:0050135	F:NADP+ nucleosidase activity
true	[INTERPRO, BLASTED]	contig_11_RagTag_27	6	AbrB family transcriptional regulator	318	7.45E-13	74.49						G3DSA:2.10.260.10 (GENE3D); IPR037914 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_11_RagTag_28	2	hypothetical protein	651	1.82E-81	71.06						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	contig_11_RagTag_29	20	transposase	726	7.99E-167	99.4	2	P:GO:0015074; F:GO:0003676	P:DNA integration; F:nucleic acid binding			IPR048020 (NCBIFAM); IPR036397 (G3DSA:3.30.420.GENE3D); IPR001584 (PFAM); IPR001584 (PFAM); IPR050900 (PANTHER); IPR001584 (PROSITE_PROFILES); IPR012337 (SUPERFAMILY)	P:GO:0015074; F:GO:0003676	P:DNA integration; F:nucleic acid binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_30	20	IS3 family transposase	294	1.43E-58	98.14	3	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:DNA transposition; F:DNA binding; F:transposase activity			G3DSA:1.10.10.60 (GENE3D); IPR002514 (PFAM); IPR009057 (SUPERFAMILY)	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:DNA transposition; F:DNA binding; F:transposase activity
true	[INTERPRO, BLASTED]	contig_11_RagTag_31	20	hypothetical protein CN383_06290	213	1.3E-37	82.61						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_11_RagTag_32	20	hypothetical protein	555	4.32E-65	66.68						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	contig_11_RagTag_33	20	AAA family ATPase	2430	0.0	71.44	2	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	IPR011704 (PFAM); IPR000523 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR052934 (PANTHER); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
true	[INTERPRO, BLASTED]	contig_11_RagTag_34	20	McrC family protein	1278	3.18E-216	67.89						IPR019292 (PFAM); IPR019292 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	contig_11_RagTag_35	20	hypothetical protein	621	2.47E-52	63.17	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	contig_11_RagTag_36		-	123								no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	contig_11_RagTag_37	20	IDEAL domain-containing protein	147	1.75E-22	96.18	1	F:GO:0005515	F:protein binding			IPR027393 (G3DSA:4.10.810.GENE3D); IPR014957 (PFAM)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_38	20	citrate:proton symporter	1365	9.0E-282	97.85	4	P:GO:0015746; P:GO:0055085; F:GO:0015137; C:GO:0016020	P:citrate transport; P:transmembrane transport; F:citrate transmembrane transporter activity; C:membrane			IPR004680 (PFAM); IPR014738 (NCBIFAM)	P:GO:0015746; P:GO:0055085; F:GO:0015137; C:GO:0016020	P:citrate transport; P:transmembrane transport; F:citrate transmembrane transporter activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	contig_11_RagTag_39	20	MULTISPECIES: L(+)-tartrate dehydratase subunit alpha	912	2.18E-215	99.54	2	P:GO:1901275; F:GO:0016829	P:tartrate metabolic process; F:lyase activity	EC:4.2.1.32; EC:4	L(+)-tartrate dehydratase; Lyases	IPR004646 (PFAM); NF006084 (NCBIFAM); IPR004646 (NCBIFAM); IPR051208 (PANTHER)	F:GO:0016829	F:lyase activity
true	[INTERPRO, BLASTED, ANNOTATED]	contig_11_RagTag_40	20	L(+)-tartrate dehydratase subunit beta	612	2.34E-142	99.19	2	P:GO:0009408; F:GO:0016836	P:response to heat; F:hydro-lyase activity	EC:4.2.1; EC:4.2.1.2; EC:4.2.1.32; EC:4.2; EC:4	Carbon-oxygen lyases; fumarate hydratase; L(+)-tartrate dehydratase; Carbon-oxygen lyases; Lyases	NF006082 (NCBIFAM); IPR004647 (NCBIFAM); IPR036660 (G3DSA:3.20.130.GENE3D); IPR004647 (PFAM); PTHR43351 (PANTHER); IPR036660 (SUPERFAMILY)	F:GO:0016836	F:hydro-lyase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_41	20	fumarylacetoacetate hydrolase family protein	804	2.82E-188	97.96	2	P:GO:0044281; F:GO:0018773	P:small molecule metabolic process; F:acetylpyruvate hydrolase activity	EC:3.7.1; EC:3; EC:3.7; EC:3.7.1.6	Acting on carbon-carbon bonds; Hydrolases; Acting on carbon-carbon bonds; acetylpyruvate hydrolase	IPR036663 (G3DSA:3.90.850.GENE3D); IPR011234 (PFAM); IPR018833 (PFAM); PTHR11820 (PANTHER); IPR036663 (SUPERFAMILY)	F:GO:0003824; F:GO:0018773	F:catalytic activity; F:acetylpyruvate hydrolase activity
true	[INTERPRO, BLASTED, ANNOTATED]	contig_11_RagTag_42	20	GntR family transcriptional regulator	756	1.74E-170	93.84	2	P:GO:0006355; F:GO:0003700	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity			IPR000524 (PRINTS); IPR011711 (PFAM); IPR000524 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR008920 (G3DSA:1.20.120.GENE3D); PTHR43537 (PANTHER); IPR000524 (PROSITE_PROFILES); IPR000524 (CDD); IPR036390 (SUPERFAMILY); IPR008920 (SUPERFAMILY)	P:GO:0006355; F:GO:0003700	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_43	20	MFS transporter	1347	0.0	97.71	5	P:GO:0006814; P:GO:0008643; P:GO:0055085; F:GO:0015293; C:GO:0005886	P:sodium ion transport; P:carbohydrate transport; P:transmembrane transport; F:symporter activity; C:plasma membrane			IPR036259 (G3DSA:1.20.1250.GENE3D); IPR001927 (NCBIFAM); PF13347 (PFAM); IPR039672 (PANTHER); cd17332 (CDD); IPR036259 (SUPERFAMILY)	P:GO:0006814; P:GO:0008643; P:GO:0071702; F:GO:0005215; F:GO:0015293; C:GO:0005886; C:GO:0016020	P:sodium ion transport; P:carbohydrate transport; P:obsolete organic substance transport; F:transporter activity; F:symporter activity; C:plasma membrane; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_44	20	FGGY-family carbohydrate kinase	1563	0.0	98.57	2	P:GO:0005975; F:GO:0016301	P:carbohydrate metabolic process; F:kinase activity	EC:2.7.1.17; EC:2.7; EC:2; EC:2.7.1.12	xylulokinase; Transferring phosphorus-containing groups; Transferases; gluconokinase	G3DSA:3.30.420.40 (GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR018485 (PFAM); IPR000577 (PIRSF); IPR018484 (PFAM); IPR050406 (PANTHER); cd07804 (CDD); IPR043129 (SUPERFAMILY); IPR043129 (SUPERFAMILY)	P:GO:0005975; F:GO:0016301	P:carbohydrate metabolic process; F:kinase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_45	20	SDR family oxidoreductase	783	1.14E-179	99.21	1	F:GO:0016616	F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	EC:1.1; EC:1; EC:1.1.1	Acting on the CH-OH group of donors; Oxidoreductases; Acting on the CH-OH group of donors	IPR002347 (PRINTS); IPR002347 (PRINTS); G3DSA:3.40.50.720:FF:000240 (FUNFAM); G3DSA:3.40.50.720 (GENE3D); NF005559 (NCBIFAM); IPR002347 (PFAM); PIRSR611284-2 (PIRSR); PIRSR000102-3 (PIRSR); PIRSR617711-1 (PIRSR); PIRSR614007-1 (PIRSR); PIRSR000094-3 (PIRSR); PIRSR000095-1 (PIRSR); PIRSR614007-2 (PIRSR); PIRSR614058-1 (PIRSR); PIRSR611284-1 (PIRSR); PIRSR617711-2 (PIRSR); PTHR42760 (PANTHER); IPR036291 (SUPERFAMILY)	F:GO:0016616	F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_11_RagTag_46	20	ROK family transcriptional regulator	1125	8.91E-269	98.02	1	P:GO:0042732	P:D-xylose metabolic process	EC:2.7.1.2	glucokinase	IPR036388 (G3DSA:1.10.10.GENE3D); G3DSA:3.30.420.40 (GENE3D); PF13412 (PFAM); IPR000600 (PFAM); G3DSA:3.30.420.40 (GENE3D); PIRSR620004-3 (PIRSR); PIRSR620004-1 (PIRSR); IPR000600 (PANTHER); IPR036390 (SUPERFAMILY); IPR043129 (SUPERFAMILY); IPR043129 (SUPERFAMILY)	no GO terms	no GO terms
