	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_13	20	MULTISPECIES: trehalose-phosphatase	783	3.38E-145	77.82	3	P:GO:0005992; F:GO:0000287; F:GO:0004805	P:trehalose biosynthetic process; F:magnesium ion binding; F:trehalose-phosphatase activity	EC:3.1; EC:3.1.3.12; EC:3.1.3.23; EC:3; EC:3.1.3	Acting on ester bonds; trehalose-phosphatase; sugar-phosphatase; Hydrolases; Acting on ester bonds	IPR003337 (NCBIFAM); IPR023214 (G3DSA:3.40.50.GENE3D); G3DSA:3.30.70.1020 (GENE3D); IPR006379 (NCBIFAM); IPR003337 (PFAM); IPR044651 (PANTHER); cd01627 (CDD); IPR036412 (SUPERFAMILY)	P:GO:0005992; F:GO:0004805	P:trehalose biosynthetic process; F:trehalose-phosphatase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_14	20	MULTISPECIES: alpha,alpha-trehalose-phosphate synthase (UDP-forming)	1401	0.0	87.31	2	P:GO:0005992; F:GO:0003825	P:trehalose biosynthetic process; F:alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	EC:2.4.1.15; EC:2.4; EC:2; EC:2.4.1.347; EC:2.4.1	alpha,alpha-trehalose-phosphate synthase (UDP-forming); Glycosyltransferases; Transferases; alpha,alpha-trehalose-phosphate synthase (ADP-forming); Glycosyltransferases	G3DSA:3.40.50.2000:FF:000024 (FUNFAM); IPR012766 (NCBIFAM); G3DSA:3.40.50.2000 (GENE3D); IPR001830 (PFAM); G3DSA:3.40.50.2000 (GENE3D); IPR001830 (PANTHER); IPR001830 (CDD); SSF53756 (SUPERFAMILY)	P:GO:0005992; F:GO:0003824; F:GO:0003825	P:trehalose biosynthetic process; F:catalytic activity; F:alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity
true	[INTERPRO, NO-BLAST]	contig_2_RagTag_15		-	141								no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_16	20	MULTISPECIES: DMT family transporter	906	2.3E-200	89.54	1	C:GO:0016020	C:membrane			IPR000620 (PFAM); IPR050638 (PANTHER); SSF103481 (SUPERFAMILY); SSF103481 (SUPERFAMILY)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED]	contig_2_RagTag_17	1	MULTISPECIES: hypothetical protein	159	2.5E-21	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_18	20	DUF3087 domain-containing protein	537	1.97E-115	81.09	1	C:GO:0016020	C:membrane			IPR021438 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_2_RagTag_19	3	hypothetical protein	108	1.14E-11	97.11						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_20	20	MULTISPECIES: redox-regulated ATPase YchF	1101	6.67E-260	98.87	8	P:GO:0006979; P:GO:0043086; F:GO:0004857; F:GO:0005524; F:GO:0005525; F:GO:0016887; F:GO:0043023; C:GO:0005737	P:response to oxidative stress; P:negative regulation of catalytic activity; F:enzyme inhibitor activity; F:ATP binding; F:GTP binding; F:ATP hydrolysis activity; F:ribosomal large subunit binding; C:cytoplasm	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	IPR006073 (PRINTS); G3DSA:1.10.150.300:FF:000001 (FUNFAM); G3DSA:3.10.20.30:FF:000001 (FUNFAM); IPR013029 (PFAM); IPR023192 (G3DSA:1.10.150.GENE3D); IPR012675 (G3DSA:3.10.20.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR006073 (PFAM); IPR004396 (PIRSF); IPR004396 (NCBIFAM); PIRSR603373-1 (PIRSR); PIRSR006809-1 (PIRSR); PIRSR603373-2 (PIRSR); PIRSR006230-1 (PIRSR); PIRSR006809-2 (PIRSR); PTHR23305 (PANTHER); IPR004396 (HAMAP); IPR004095 (PROSITE_PROFILES); IPR031167 (PROSITE_PROFILES); IPR041706 (CDD); IPR013029 (CDD); IPR027417 (SUPERFAMILY); IPR012676 (SUPERFAMILY)	F:GO:0005524; F:GO:0005525; F:GO:0016887; C:GO:0005737	F:ATP binding; F:GTP binding; F:ATP hydrolysis activity; C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_21	20	MULTISPECIES: aminoacyl-tRNA hydrolase	591	7.31E-138	97.38	5	P:GO:0006412; P:GO:0006508; P:GO:0006515; F:GO:0004045; C:GO:0005737	P:translation; P:proteolysis; P:protein quality control for misfolded or incompletely synthesized proteins; F:peptidyl-tRNA hydrolase activity; C:cytoplasm	EC:3.1; EC:3; EC:3.1.1.29; EC:3.1.1	Acting on ester bonds; Hydrolases; peptidyl-tRNA hydrolase; Acting on ester bonds	G3DSA:3.40.50.1470:FF:000001 (FUNFAM); IPR001328 (PFAM); IPR036416 (G3DSA:3.40.50.GENE3D); IPR001328 (NCBIFAM); IPR001328 (PANTHER); IPR001328 (HAMAP); IPR001328 (CDD); IPR036416 (SUPERFAMILY)	F:GO:0004045	F:peptidyl-tRNA hydrolase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_22	20	50S ribosomal protein L25/general stress protein Ctc	615	3.17E-136	95.35	6	P:GO:0006412; P:GO:0043043; F:GO:0003735; F:GO:0008097; F:GO:1901363; C:GO:0022625	P:translation; P:peptide biosynthetic process; F:structural constituent of ribosome; F:5S rRNA binding; F:heterocyclic compound binding; C:cytosolic large ribosomal subunit			NF004128 (NCBIFAM); IPR037121 (G3DSA:2.170.120.GENE3D); IPR020057 (PFAM); IPR001021 (NCBIFAM); NF004612 (NCBIFAM); IPR029751 (PFAM); NF004130 (NCBIFAM); IPR020056 (G3DSA:2.40.240.GENE3D); IPR050070 (PANTHER); IPR001021 (HAMAP); IPR029751 (CDD); IPR011035 (SUPERFAMILY)	P:GO:0006412; F:GO:0003735; F:GO:0008097; C:GO:0005840; C:GO:0022625	P:translation; F:structural constituent of ribosome; F:5S rRNA binding; C:ribosome; C:cytosolic large ribosomal subunit
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_23	20	ribose-phosphate pyrophosphokinase	933	7.59E-215	99.45	10	P:GO:0006015; P:GO:0009152; P:GO:0009156; F:GO:0000287; F:GO:0004749; F:GO:0005524; F:GO:0016301; F:GO:0042301; C:GO:0002189; C:GO:0005829	P:5-phosphoribose 1-diphosphate biosynthetic process; P:purine ribonucleotide biosynthetic process; P:ribonucleoside monophosphate biosynthetic process; F:magnesium ion binding; F:ribose phosphate diphosphokinase activity; F:ATP binding; F:kinase activity; F:phosphate ion binding; C:ribose phosphate diphosphokinase complex; C:cytosol	EC:2.7.6.1; EC:2.7.6; EC:2.7; EC:2	ribose-phosphate diphosphokinase; Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Transferases	G3DSA:3.40.50.2020:FF:000001 (FUNFAM); IPR029099 (PFAM); NF002320 (NCBIFAM); IPR029057 (G3DSA:3.40.50.GENE3D); IPR005946 (PFAM); IPR005946 (NCBIFAM); IPR029057 (G3DSA:3.40.50.GENE3D); IPR005946 (PANTHER); IPR037515 (HAMAP); IPR000836 (CDD); IPR029057 (SUPERFAMILY)	P:GO:0006015; P:GO:0006164; P:GO:0009165; F:GO:0000287; F:GO:0004749; C:GO:0002189; C:GO:0005737	P:5-phosphoribose 1-diphosphate biosynthetic process; P:purine nucleotide biosynthetic process; P:nucleotide biosynthetic process; F:magnesium ion binding; F:ribose phosphate diphosphokinase activity; C:ribose phosphate diphosphokinase complex; C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_24	20	MULTISPECIES: 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	936	6.98E-193	92.04	5	P:GO:0016114; P:GO:0016310; P:GO:0019288; F:GO:0005524; F:GO:0050515	P:terpenoid biosynthetic process; P:phosphorylation; P:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; F:ATP binding; F:4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	EC:2.7.1; EC:2.7; EC:2; EC:2.7.1.148	Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Transferases; 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	G3DSA:3.30.230.10:FF:000022 (FUNFAM); IPR004424 (PIRSF); IPR036554 (G3DSA:3.30.70.GENE3D); IPR006204 (PFAM); IPR014721 (G3DSA:3.30.230.GENE3D); IPR013750 (PFAM); IPR004424 (NCBIFAM); PTHR43527 (PANTHER); IPR004424 (HAMAP); IPR036554 (SUPERFAMILY); IPR020568 (SUPERFAMILY)	P:GO:0016114; F:GO:0005524; F:GO:0050515	P:terpenoid biosynthetic process; F:ATP binding; F:4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_25	20	MULTISPECIES: lipoprotein insertase outer membrane protein LolB	618	9.14E-141	91.14	9	P:GO:0010876; P:GO:0015031; P:GO:0042157; P:GO:0044874; P:GO:0072657; F:GO:0042277; F:GO:0071723; C:GO:0009279; C:GO:0071944	P:lipid localization; P:protein transport; P:lipoprotein metabolic process; P:lipoprotein localization to outer membrane; P:protein localization to membrane; F:peptide binding; F:lipopeptide binding; C:cell outer membrane; C:cell periphery			G3DSA:2.50.20.10 (GENE3D); IPR004565 (PFAM); IPR004565 (NCBIFAM); IPR004565 (HAMAP); PS51257 (PROSITE_PROFILES); IPR004565 (CDD); IPR029046 (SUPERFAMILY)	P:GO:0015031; C:GO:0009279	P:protein transport; C:cell outer membrane
true	[INTERPRO, BLASTED, ANNOTATED]	contig_2_RagTag_26	20	tetratricopeptide repeat protein	1767	0.0	86.69	1	F:GO:0005515	F:protein binding			PF13432 (PFAM); PF13424 (PFAM); PF14559 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR051012 (PANTHER); PS51257 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_27	20	glutamyl-tRNA reductase	1281	2.17E-284	96.97	4	P:GO:0019353; F:GO:0008883; F:GO:0042802; F:GO:0050661	P:protoporphyrinogen IX biosynthetic process from glutamate; F:glutamyl-tRNA reductase activity; F:identical protein binding; F:NADP binding	EC:1.2; EC:1; EC:1.2.1.70; EC:1.2.1	Acting on the aldehyde or oxo group of donors; Oxidoreductases; glutamyl-tRNA reductase; Acting on the aldehyde or oxo group of donors	G3DSA:3.40.50.720:FF:000031 (FUNFAM); G3DSA:3.30.460.30:FF:000001 (FUNFAM); IPR000343 (NCBIFAM); IPR000343 (PIRSF); IPR036343 (G3DSA:3.30.460.GENE3D); IPR015896 (PFAM); IPR015895 (PFAM); IPR006151 (PFAM); G3DSA:3.40.50.720 (GENE3D); PIRSR000445-2 (PIRSR); PIRSR000445-3 (PIRSR); PIRSR000445-4 (PIRSR); PIRSR000445-1 (PIRSR); PTHR43013 (PANTHER); IPR000343 (HAMAP); cd05213 (CDD); IPR036291 (SUPERFAMILY); IPR036343 (SUPERFAMILY); IPR036453 (SUPERFAMILY)	P:GO:0019353; P:GO:0033014; F:GO:0008883; F:GO:0050661	P:protoporphyrinogen IX biosynthetic process from glutamate; P:tetrapyrrole biosynthetic process; F:glutamyl-tRNA reductase activity; F:NADP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_28	20	peptide chain release factor 1	1083	5.01E-252	97.36	8	P:GO:0006415; P:GO:0043043; F:GO:0003723; F:GO:0008135; F:GO:0016149; F:GO:0043022; F:GO:1901363; C:GO:0005829	P:translational termination; P:peptide biosynthetic process; F:RNA binding; F:translation factor activity, RNA binding; F:translation release factor activity, codon specific; F:ribosome binding; F:heterocyclic compound binding; C:cytosol			G3DSA:3.30.70.1660:FF:000002 (FUNFAM); G3DSA:3.30.160.20:FF:000004 (FUNFAM); G3DSA:3.30.70.1660:FF:000004 (FUNFAM); IPR004373 (NCBIFAM); IPR005139 (PFAM); G3DSA:6.10.140.1950 (GENE3D); NF001859 (NCBIFAM); IPR000352 (PFAM); G3DSA:3.30.70.1660 (GENE3D); G3DSA:3.30.160.20 (GENE3D); IPR050057 (PANTHER); IPR004373 (HAMAP); IPR045853 (SUPERFAMILY)	P:GO:0006415; F:GO:0003747; F:GO:0016149	P:translational termination; F:translation release factor activity; F:translation release factor activity, codon specific
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_29	20	peptide chain release factor N(5)-glutamine methyltransferase	834	2.11E-184	90.97	7	P:GO:0006415; P:GO:0010468; P:GO:0018364; P:GO:0043043; F:GO:0003676; F:GO:0102559; C:GO:0005829	P:translational termination; P:regulation of gene expression; P:peptidyl-glutamine methylation; P:peptide biosynthetic process; F:nucleic acid binding; F:peptide chain release factor N(5)-glutamine methyltransferase activity; C:cytosol	EC:2.1; EC:2.1.1.297; EC:2; EC:2.1.1	Transferring one-carbon groups; peptide chain release factor N(5)-glutamine methyltransferase; Transferases; Transferring one-carbon groups	G3DSA:3.40.50.150:FF:000053 (FUNFAM); IPR019874 (NCBIFAM); IPR029063 (G3DSA:3.40.50.GENE3D); IPR007848 (PFAM); G3DSA:1.10.8.10 (GENE3D); IPR040758 (PFAM); IPR004556 (NCBIFAM); PIRSR000385-2 (PIRSR); PIRSR037350-1 (PIRSR); PIRSR017269-1 (PIRSR); IPR050320 (PANTHER); IPR019874 (HAMAP); cd02440 (CDD); IPR029063 (SUPERFAMILY)	P:GO:0006479; P:GO:0018364; F:GO:0008168; F:GO:0008276; F:GO:0036009	P:protein methylation; P:peptidyl-glutamine methylation; F:methyltransferase activity; F:protein methyltransferase activity; F:protein-glutamine N-methyltransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_30	20	adenylyltransferase and sulfurtransferase	765	5.77E-166	94.13	6	P:GO:0006777; F:GO:0004792; F:GO:0008146; F:GO:0008641; F:GO:0061605; C:GO:0005829	P:Mo-molybdopterin cofactor biosynthetic process; F:thiosulfate-cyanide sulfurtransferase activity; F:sulfotransferase activity; F:ubiquitin-like modifier activating enzyme activity; F:molybdopterin-synthase adenylyltransferase activity; C:cytosol	EC:2.8.1; EC:2.8.2; EC:2.8; EC:2.7.7; EC:2.7.7.80; EC:2.7; EC:2; EC:6.2; EC:6; EC:2.8.1.1	Transferring sulfur-containing groups; Transferring sulfur-containing groups; Transferring sulfur-containing groups; Transferring phosphorus-containing groups; molybdopterin-synthase adenylyltransferase; Transferring phosphorus-containing groups; Transferases; Forming carbon-sulfur bonds; Ligases; thiosulfate sulfurtransferase	G3DSA:3.40.50.720:FF:000033 (FUNFAM); G3DSA:3.40.50.720 (GENE3D); IPR000594 (PFAM); NF004281 (NCBIFAM); PIRSR039133-2 (PIRSR); PIRSR612731-1 (PIRSR); PIRSR000445-3 (PIRSR); PIRSR612731-4 (PIRSR); PIRSR612731-2 (PIRSR); PIRSR039133-3 (PIRSR); PIRSR612731-3 (PIRSR); IPR045886 (PANTHER); cd00757 (CDD); IPR035985 (SUPERFAMILY)	F:GO:0004792; F:GO:0008146; F:GO:0008641; F:GO:0016779; C:GO:0005737; C:GO:0005829	F:thiosulfate-cyanide sulfurtransferase activity; F:sulfotransferase activity; F:ubiquitin-like modifier activating enzyme activity; F:nucleotidyltransferase activity; C:cytoplasm; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_31	20	glutamate racemase	792	1.67E-158	85.81	4	P:GO:0008360; P:GO:0009252; P:GO:0071555; F:GO:0008881	P:regulation of cell shape; P:peptidoglycan biosynthetic process; P:cell wall organization; F:glutamate racemase activity	EC:5.1.1; EC:5.1; EC:5.1.1.10; EC:5; EC:5.1.1.3	Racemases and epimerases; Racemases and epimerases; amino-acid racemase; Isomerases; glutamate racemase	G3DSA:3.40.50.1860:FF:000001 (FUNFAM); IPR001920 (G3DSA:3.40.50.GENE3D); IPR001920 (G3DSA:3.40.50.GENE3D); IPR004391 (NCBIFAM); IPR015942 (PFAM); PTHR21198 (PANTHER); IPR004391 (HAMAP); IPR001920 (SUPERFAMILY); IPR001920 (SUPERFAMILY)	P:GO:0009252; F:GO:0008881; F:GO:0016855; F:GO:0047661	P:peptidoglycan biosynthetic process; F:glutamate racemase activity; F:racemase and epimerase activity, acting on amino acids and derivatives; F:amino-acid racemase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_32	20	MULTISPECIES: acyloxyacyl hydrolase	516	2.08E-118	88.83	2	F:GO:0050528; C:GO:0009279	F:acyloxyacyl hydrolase activity; C:cell outer membrane	EC:3.1; EC:3.1.1.77; EC:3; EC:3.1.1	Acting on ester bonds; acyloxyacyl hydrolase; Hydrolases; Acting on ester bonds	IPR018550 (PIRSF); IPR018550 (PFAM); G3DSA:2.40.160.20 (GENE3D); PIRSR029681-1 (PIRSR); PIRSR029681-2 (PIRSR); IPR011250 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_2_RagTag_33	20	MULTISPECIES: YkgJ family cysteine cluster protein	312	3.37E-71	94.16						IPR005358 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_34	20	MULTISPECIES: DUF2878 domain-containing protein	528	1.45E-120	91.11	1	C:GO:0016020	C:membrane			IPR021306 (PFAM); PS51257 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_35	20	cyclopropane-fatty-acyl-phospholipid synthase family protein	1275	1.09E-308	94.12	3	P:GO:0008610; P:GO:0032259; F:GO:0008168	P:lipid biosynthetic process; P:methylation; F:methyltransferase activity	EC:2.1.1.79; EC:2.1; EC:2; EC:2.1.1	cyclopropane-fatty-acyl-phospholipid synthase; Transferring one-carbon groups; Transferases; Transferring one-carbon groups	IPR003333 (PIRSF); PF02353 (PFAM); IPR029063 (G3DSA:3.40.50.GENE3D); PIRSR003085-1 (PIRSR); IPR050723 (PANTHER); cd02440 (CDD); IPR029063 (SUPERFAMILY)	P:GO:0008610	P:lipid biosynthetic process
true	[INTERPRO, BLASTED]	contig_2_RagTag_36	20	DUF1365 domain-containing protein	801	5.28E-193	87.95						IPR010775 (PFAM); IPR010775 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_37	20	MULTISPECIES: FAD-dependent oxidoreductase	1248	4.16E-297	90.38	1	F:GO:0016491	F:oxidoreductase activity	EC:1	Oxidoreductases	IPR036188 (G3DSA:3.50.50.GENE3D); IPR002937 (PFAM); IPR050464 (PANTHER); IPR036188 (SUPERFAMILY)	F:GO:0016491	F:oxidoreductase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_38	20	MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase	747	3.19E-166	91.57	2	F:GO:0016491; C:GO:0016020	F:oxidoreductase activity; C:membrane	EC:1	Oxidoreductases	IPR002347 (PRINTS); G3DSA:3.40.50.720 (GENE3D); IPR002347 (PFAM); PIRSR617711-2 (PIRSR); PIRSR614007-2 (PIRSR); PIRSR614007-1 (PIRSR); PIRSR614058-1 (PIRSR); PIRSR611284-1 (PIRSR); PIRSR000094-3 (PIRSR); PIRSR000095-1 (PIRSR); PIRSR617711-1 (PIRSR); PIRSR611284-2 (PIRSR); PTHR44196 (PANTHER); IPR036291 (SUPERFAMILY)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED]	contig_2_RagTag_39	20	nuclear transport factor 2 family protein	423	1.76E-95	93.54						G3DSA:3.10.450.50 (GENE3D); IPR037401 (PFAM); IPR032710 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_2_RagTag_40	20	deoxyribodipyrimidine photo-lyase	1443	0.0	85.88	6	P:GO:0006281; P:GO:0009416; P:GO:0036211; F:GO:0003677; F:GO:0003904; F:GO:0071949	P:DNA repair; P:response to light stimulus; P:protein modification process; F:DNA binding; F:deoxyribodipyrimidine photo-lyase activity; F:FAD binding	EC:4.1.99.3; EC:4.1; EC:4	deoxyribodipyrimidine photo-lyase; Carbon-carbon lyases; Lyases	IPR002081 (PRINTS); G3DSA:1.10.579.10:FF:000003 (FUNFAM); IPR005101 (PFAM); IPR014729 (G3DSA:3.40.50.GENE3D); NF007955 (NCBIFAM); G3DSA:1.10.579.10 (GENE3D); G3DSA:1.25.40.80 (GENE3D); IPR006050 (PFAM); PIRSR602081-1 (PIRSR); PIRSR602081-2 (PIRSR); IPR002081 (PANTHER); IPR006050 (PROSITE_PROFILES); IPR036155 (SUPERFAMILY); IPR036134 (SUPERFAMILY)	P:GO:0009416; F:GO:0003677; F:GO:0003904; F:GO:0071949	P:response to light stimulus; F:DNA binding; F:deoxyribodipyrimidine photo-lyase activity; F:FAD binding
